TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
PHI,PHI vs. CHI,2022-03-07,W,36,88,29,58,0.5,7,19,0.3684210526315789,23,29,0.7931034482758621,4,23,27,21,7,4,2,11,11,1
NYK,NYK @ SAC,2022-03-07,W,36,92,33,74,0.44594594594594594,11,32,0.34375,15,19,0.7894736842105263,9,28,37,11,4,6,6,20,5,0
MIN,MIN vs. POR,2022-03-07,W,36,90,28,72,0.3888888888888889,10,35,0.2857142857142857,24,31,0.7741935483870968,15,34,49,17,16,8,8,17,30,1
MIA,MIA vs. HOU,2022-03-07,W,36,90,35,65,0.5384615384615384,11,24,0.4583333333333333,9,12,0.75,8,29,37,19,12,2,4,12,12,1
LAL,LAL @ SAS,2022-03-07,L,36,92,36,68,0.5294117647058824,6,19,0.3157894736842105,14,19,0.7368421052631579,7,25,32,17,11,5,0,20,-3,0
HOU,HOU @ MIA,2022-03-07,L,36,78,28,64,0.4375,11,33,0.3333333333333333,11,17,0.6470588235294118,5,18,23,18,7,6,2,17,-12,0
GSW,GSW @ DEN,2022-03-07,L,36,101,37,69,0.5362318840579711,14,33,0.42424242424242425,13,16,0.8125,6,21,27,26,9,4,0,19,-3,0
DET,DET vs. ATL,2022-03-07,W,36,78,31,67,0.4626865671641791,9,23,0.391304347826087,7,9,0.7777777777777778,11,23,34,19,11,4,2,18,2,1
DEN,DEN vs. GSW,2022-03-07,W,36,104,38,64,0.59375,9,23,0.391304347826087,19,26,0.7307692307692307,4,26,30,34,7,5,3,18,3,1
DAL,DAL vs. UTA,2022-03-07,W,36,85,32,69,0.463768115942029,15,37,0.40540540540540543,6,6,1.0,7,26,33,14,7,8,2,12,17,1
CHI,CHI @ PHI,2022-03-07,L,36,77,30,68,0.4411764705882353,6,20,0.3,11,14,0.7857142857142857,12,27,39,15,11,3,1,20,-11,0
ATL,ATL @ DET,2022-03-07,L,36,76,30,62,0.4838709677419355,7,22,0.3181818181818182,9,13,0.6923076923076923,7,23,30,20,10,3,4,15,-2,0
WAS,WAS vs. IND,2022-03-06,W,36,96,33,64,0.515625,12,29,0.41379310344827586,18,22,0.8181818181818182,3,23,26,25,5,6,1,11,9,1
UTA,UTA @ OKC,2022-03-06,W,36,91,31,65,0.47692307692307695,19,39,0.48717948717948717,10,12,0.8333333333333334,6,30,36,21,10,3,4,15,15,0
TOR,TOR @ CLE,2022-03-06,L,36,62,24,77,0.3116883116883117,2,18,0.1111111111111111,12,19,0.631578947368421,14,27,41,9,5,11,2,14,-11,0
PHX,PHX @ MIL,2022-03-06,L,36,90,37,71,0.5211267605633803,9,23,0.391304347826087,7,9,0.7777777777777778,4,19,23,24,7,7,4,14,-1,0
OKC,OKC vs. UTA,2022-03-06,L,36,76,30,72,0.4166666666666667,5,29,0.1724137931034483,11,11,1.0,8,26,34,14,7,10,5,13,-15,1
NYK,NYK @ LAC,2022-03-06,W,36,80,29,69,0.42028985507246375,8,22,0.36363636363636365,14,24,0.5833333333333334,13,31,44,13,6,3,5,11,12,0
NOP,NOP @ DEN,2022-03-06,L,36,94,34,69,0.4927536231884058,11,24,0.4583333333333333,15,19,0.7894736842105263,7,27,34,23,8,7,2,16,10,0
MIL,MIL vs. PHX,2022-03-06,W,36,91,33,67,0.4925373134328358,9,24,0.375,16,21,0.7619047619047619,12,27,39,24,13,6,2,14,1,1
MEM,MEM @ HOU,2022-03-06,L,36,92,37,74,0.5,5,19,0.2631578947368421,13,19,0.6842105263157895,7,23,30,23,8,12,3,20,0,0
LAC,LAC vs. NYK,2022-03-06,L,36,68,24,68,0.35294117647058826,9,26,0.34615384615384615,11,14,0.7857142857142857,9,30,39,13,8,2,3,20,-12,1
IND,IND @ WAS,2022-03-06,L,36,87,31,63,0.49206349206349204,7,22,0.3181818181818182,18,20,0.9,6,28,34,22,10,3,4,15,-9,0
HOU,HOU vs. MEM,2022-03-06,W,36,92,32,60,0.5333333333333333,10,27,0.37037037037037035,18,25,0.72,5,28,33,16,16,2,3,14,0,1
DEN,DEN vs. NOP,2022-03-06,W,36,84,31,62,0.5,7,26,0.2692307692307692,15,20,0.75,7,25,32,20,11,3,6,15,-10,1
CLE,CLE vs. TOR,2022-03-06,W,36,73,28,66,0.42424242424242425,9,31,0.2903225806451613,8,14,0.5714285714285714,11,38,49,19,17,3,7,14,11,1
BOS,BOS vs. BKN,2022-03-06,W,36,89,30,63,0.47619047619047616,13,27,0.48148148148148145,16,22,0.7272727272727273,6,21,27,21,9,6,6,15,-1,1
BKN,BKN @ BOS,2022-03-06,L,36,90,34,68,0.5,9,20,0.45,13,15,0.8666666666666667,9,27,36,18,11,6,2,16,1,0
SAS,SAS @ CHA,2022-03-05,L,36,97,36,71,0.5070422535211268,11,27,0.4074074074074074,14,17,0.8235294117647058,7,30,37,25,9,4,4,11,-2,0
SAC,SAC @ DAL,2022-03-05,L,36,92,37,75,0.49333333333333335,8,19,0.42105263157894735,10,13,0.7692307692307693,9,28,37,20,13,4,1,23,7,0
POR,POR @ MIN,2022-03-05,L,36,101,34,68,0.5,12,27,0.4444444444444444,21,24,0.875,7,24,31,20,11,4,1,16,-8,0
PHI,PHI @ MIA,2022-03-05,L,36,68,25,64,0.390625,6,28,0.21428571428571427,12,15,0.8,11,21,32,12,10,8,4,12,-5,0
ORL,ORL @ MEM,2022-03-05,L,36,74,28,65,0.4307692307692308,9,26,0.34615384615384615,9,12,0.75,1,29,30,20,9,6,2,17,-23,0
MIN,MIN vs. POR,2022-03-05,W,36,109,39,70,0.5571428571428572,14,32,0.4375,17,22,0.7727272727272727,9,25,34,29,7,7,6,16,8,1
MIA,MIA vs. PHI,2022-03-05,W,36,73,25,52,0.4807692307692308,9,20,0.45,14,17,0.8235294117647058,3,21,24,14,12,4,2,15,5,1
MEM,MEM vs. ORL,2022-03-05,W,36,97,34,66,0.5151515151515151,13,27,0.48148148148148145,16,23,0.6956521739130435,2,36,38,22,6,6,3,9,23,1
LAL,LAL vs. GSW,2022-03-05,W,36,89,32,68,0.47058823529411764,11,28,0.39285714285714285,14,16,0.875,7,25,32,17,14,7,6,13,-5,1
GSW,GSW @ LAL,2022-03-05,L,36,94,37,71,0.5211267605633803,12,23,0.5217391304347826,8,16,0.5,8,26,34,20,12,11,4,14,5,0
DAL,DAL vs. SAC,2022-03-05,W,36,85,29,61,0.47540983606557374,9,23,0.391304347826087,18,24,0.75,6,22,28,18,8,5,2,17,-7,1
CHA,CHA vs. SAS,2022-03-05,W,36,99,38,75,0.5066666666666667,14,34,0.4117647058823529,9,15,0.6,7,29,36,26,6,8,2,14,2,1
WAS,WAS vs. ATL,2022-03-04,L,36,84,34,64,0.53125,8,19,0.42105263157894735,8,9,0.8888888888888888,6,25,31,27,12,1,7,19,-9,1
UTA,UTA @ NOP,2022-03-04,L,36,63,24,69,0.34782608695652173,9,35,0.2571428571428571,6,12,0.5,15,20,35,11,17,7,1,11,-32,0
TOR,TOR vs. ORL,2022-03-04,L,36,60,22,65,0.3384615384615385,8,28,0.2857142857142857,8,14,0.5714285714285714,7,35,42,16,9,1,5,13,-12,1
PHX,PHX vs. NYK,2022-03-04,W,36,81,27,64,0.421875,10,24,0.4166666666666667,17,20,0.85,2,19,21,19,7,6,2,17,-12,1
PHI,PHI vs. CLE,2022-03-04,W,36,97,32,58,0.5517241379310345,11,25,0.44,22,24,0.9166666666666666,3,17,20,18,11,6,1,21,-2,1
ORL,ORL @ TOR,2022-03-04,W,36,72,25,73,0.3424657534246575,8,29,0.27586206896551724,14,14,1.0,10,36,46,18,7,4,1,14,12,0
OKC,OKC vs. MIN,2022-03-04,L,36,87,32,67,0.47761194029850745,8,24,0.3333333333333333,15,18,0.8333333333333334,7,23,30,15,16,9,3,13,-21,1
NYK,NYK @ PHX,2022-03-04,L,36,93,32,63,0.5079365079365079,12,24,0.5,17,22,0.7727272727272727,8,29,37,18,12,6,4,17,12,0
NOP,NOP vs. UTA,2022-03-04,W,36,95,38,68,0.5588235294117647,8,24,0.3333333333333333,11,13,0.8461538461538461,9,28,37,20,10,8,5,15,32,1
MIN,MIN @ OKC,2022-03-04,W,36,108,39,72,0.5416666666666666,16,36,0.4444444444444444,14,18,0.7777777777777778,6,22,28,26,11,12,6,13,21,0
MIL,MIL @ CHI,2022-03-04,W,36,81,30,62,0.4838709677419355,7,19,0.3684210526315789,14,21,0.6666666666666666,5,27,32,14,14,5,4,14,-7,0
IND,IND @ DET,2022-03-04,L,36,88,34,75,0.4533333333333333,9,28,0.32142857142857145,11,18,0.6111111111111112,16,22,38,20,11,3,6,10,-1,0
HOU,HOU @ DEN,2022-03-04,L,36,70,28,61,0.45901639344262296,5,24,0.20833333333333334,9,13,0.6923076923076923,6,25,31,19,13,4,3,17,-17,0
DET,DET vs. IND,2022-03-04,W,36,89,36,72,0.5,11,21,0.5238095238095238,6,9,0.6666666666666666,14,17,31,23,8,4,8,15,1,1
DEN,DEN vs. HOU,2022-03-04,W,36,87,29,66,0.4393939393939394,9,21,0.42857142857142855,20,24,0.8333333333333334,10,22,32,18,8,9,4,15,17,1
CLE,CLE @ PHI,2022-03-04,L,36,99,35,61,0.5737704918032787,9,21,0.42857142857142855,20,23,0.8695652173913043,8,24,32,23,8,5,3,18,2,0
CHI,CHI vs. MIL,2022-03-04,L,36,88,38,71,0.5352112676056338,6,17,0.35294117647058826,6,8,0.75,3,28,31,18,11,5,2,15,7,1
ATL,ATL @ WAS,2022-03-04,W,36,93,32,75,0.4266666666666667,10,27,0.37037037037037035,19,21,0.9047619047619048,12,20,32,13,2,6,5,12,9,0
TOR,TOR vs. DET,2022-03-03,L,36,77,28,63,0.4444444444444444,5,20,0.25,16,20,0.8,8,20,28,10,8,4,3,16,-14,1
SAS,SAS vs. SAC,2022-03-03,L,36,82,35,70,0.5,8,21,0.38095238095238093,4,10,0.4,4,25,29,22,8,6,3,14,-6,1
SAC,SAC @ SAS,2022-03-03,W,36,88,33,66,0.5,8,24,0.3333333333333333,14,16,0.875,6,30,36,21,11,4,2,10,6,0
MIA,MIA @ BKN,2022-03-03,W,36,88,31,58,0.5344827586206896,8,24,0.3333333333333333,18,23,0.782608695652174,4,22,26,22,11,5,5,15,4,0
MEM,MEM @ BOS,2022-03-03,L,36,72,28,78,0.358974358974359,7,30,0.23333333333333334,9,11,0.8181818181818182,16,23,39,18,6,9,2,12,-11,0
LAL,LAL @ LAC,2022-03-03,L,36,81,30,63,0.47619047619047616,7,23,0.30434782608695654,14,19,0.7368421052631579,5,18,23,18,9,5,4,14,-25,0
LAC,LAC vs. LAL,2022-03-03,W,36,106,40,71,0.5633802816901409,14,22,0.6363636363636364,12,14,0.8571428571428571,11,28,39,27,8,7,3,18,25,1
GSW,GSW @ DAL,2022-03-03,L,36,91,35,65,0.5384615384615384,11,22,0.5,10,13,0.7692307692307693,9,21,30,17,10,6,3,15,-8,0
DET,DET @ TOR,2022-03-03,W,36,91,32,64,0.5,11,28,0.39285714285714285,16,22,0.7272727272727273,7,25,32,22,8,3,4,18,14,0
DAL,DAL vs. GSW,2022-03-03,W,36,99,35,64,0.546875,15,30,0.5,14,19,0.7368421052631579,6,19,25,24,8,6,1,16,8,1
CHI,CHI @ ATL,2022-03-03,L,36,92,38,64,0.59375,12,21,0.5714285714285714,4,5,0.8,2,24,26,24,11,2,2,12,2,0
BOS,BOS vs. MEM,2022-03-03,W,36,83,31,63,0.49206349206349204,11,29,0.3793103448275862,10,13,0.7692307692307693,9,30,39,22,13,4,7,12,11,1
BKN,BKN vs. MIA,2022-03-03,L,36,84,33,67,0.4925373134328358,10,26,0.38461538461538464,8,12,0.6666666666666666,5,18,23,20,9,3,4,18,-4,1
ATL,ATL vs. CHI,2022-03-03,W,36,90,31,65,0.47692307692307695,10,28,0.35714285714285715,18,18,1.0,5,18,23,20,3,6,2,10,-2,1
UTA,UTA @ HOU,2022-03-02,W,36,93,38,66,0.5757575757575758,10,29,0.3448275862068966,7,8,0.875,8,28,36,24,13,9,1,15,10,0
SAC,SAC @ NOP,2022-03-02,L,36,82,30,70,0.42857142857142855,8,26,0.3076923076923077,14,21,0.6666666666666666,12,17,29,16,9,9,4,15,-14,0
POR,POR @ PHX,2022-03-02,L,36,69,23,57,0.40350877192982454,7,22,0.3181818181818182,16,21,0.7619047619047619,4,24,28,16,18,7,2,17,-23,0
PHX,PHX vs. POR,2022-03-02,W,36,92,32,62,0.5161290322580645,12,29,0.41379310344827586,16,20,0.8,4,26,30,26,11,13,5,18,23,1
PHI,PHI vs. NYK,2022-03-02,W,36,93,30,59,0.5084745762711864,13,26,0.5,20,25,0.8,5,29,34,17,10,2,6,17,12,1
ORL,ORL vs. IND,2022-03-02,L,36,91,34,65,0.5230769230769231,8,19,0.42105263157894735,15,18,0.8333333333333334,7,27,34,21,12,12,4,16,15,1
OKC,OKC @ DEN,2022-03-02,W,36,86,31,66,0.4696969696969697,12,23,0.5217391304347826,12,16,0.75,6,31,37,20,11,10,4,13,7,0
NYK,NYK @ PHI,2022-03-02,L,36,81,29,69,0.42028985507246375,6,21,0.2857142857142857,17,25,0.68,10,24,34,14,9,7,3,18,-12,0
NOP,NOP vs. SAC,2022-03-02,W,36,96,39,66,0.5909090909090909,8,21,0.38095238095238093,10,11,0.9090909090909091,7,29,36,22,14,3,5,17,14,1
MIL,MIL vs. MIA,2022-03-02,W,36,93,32,70,0.45714285714285713,12,30,0.4,17,19,0.8947368421052632,7,32,39,19,9,4,3,13,-4,1
MIA,MIA @ MIL,2022-03-02,L,36,97,35,76,0.4605263157894737,17,31,0.5483870967741935,10,12,0.8333333333333334,8,30,38,22,7,6,4,16,4,0
IND,IND @ ORL,2022-03-02,W,36,76,28,64,0.4375,4,22,0.18181818181818182,16,20,0.8,10,25,35,14,17,9,4,13,-15,0
HOU,HOU vs. UTA,2022-03-02,L,36,83,28,58,0.4827586206896552,15,33,0.45454545454545453,12,20,0.6,3,18,21,16,12,9,3,13,-10,1
DEN,DEN vs. OKC,2022-03-02,L,36,79,28,63,0.4444444444444444,8,34,0.23529411764705882,15,17,0.8823529411764706,5,30,35,16,13,9,2,13,-7,1
CLE,CLE vs. CHA,2022-03-02,L,36,80,30,57,0.5263157894736842,7,22,0.3181818181818182,13,19,0.6842105263157895,1,24,25,19,11,5,1,14,-16,1
CHA,CHA @ CLE,2022-03-02,W,36,96,34,65,0.5230769230769231,13,27,0.48148148148148145,15,18,0.8333333333333334,7,26,33,27,10,7,2,18,16,0
WAS,WAS vs. DET,2022-03-01,W,36,87,32,63,0.5079365079365079,11,21,0.5238095238095238,12,17,0.7058823529411765,9,21,30,23,10,4,6,13,2,1
TOR,TOR vs. BKN,2022-03-01,W,36,81,33,69,0.4782608695652174,5,19,0.2631578947368421,10,13,0.7692307692307693,12,23,35,21,11,2,1,15,-8,1
MIN,MIN vs. GSW,2022-03-01,W,36,96,34,69,0.4927536231884058,11,31,0.3548387096774194,17,18,0.9444444444444444,6,26,32,21,13,9,2,14,9,1
LAL,LAL vs. DAL,2022-03-01,L,36,87,30,63,0.47619047619047616,13,28,0.4642857142857143,14,18,0.7777777777777778,3,27,30,18,8,6,5,14,2,1
LAC,LAC @ HOU,2022-03-01,W,36,89,32,75,0.4266666666666667,12,22,0.5454545454545454,13,14,0.9285714285714286,15,30,45,17,9,4,6,14,14,0
HOU,HOU vs. LAC,2022-03-01,L,36,75,27,72,0.375,12,34,0.35294117647058826,9,13,0.6923076923076923,11,24,35,18,8,3,6,13,-14,1
GSW,GSW @ MIN,2022-03-01,L,36,87,31,67,0.4626865671641791,12,34,0.35294117647058826,13,16,0.8125,7,24,31,21,15,9,3,20,-9,0
DET,DET @ WAS,2022-03-01,L,36,85,33,67,0.4925373134328358,8,20,0.4,11,13,0.8461538461538461,10,22,32,19,9,6,2,13,-2,0
DAL,DAL @ LAL,2022-03-01,W,36,85,31,64,0.484375,9,30,0.3,14,22,0.6363636363636364,8,27,35,19,12,6,4,17,-2,0
BOS,BOS vs. ATL,2022-03-01,W,36,82,30,64,0.46875,7,27,0.25925925925925924,15,16,0.9375,9,28,37,21,10,3,7,16,4,1
BKN,BKN @ TOR,2022-03-01,L,36,89,34,63,0.5396825396825397,8,18,0.4444444444444444,13,18,0.7222222222222222,5,24,29,17,7,3,2,13,8,0
ATL,ATL @ BOS,2022-03-01,L,36,78,29,64,0.453125,6,23,0.2608695652173913,14,16,0.875,1,25,26,10,8,6,3,15,-4,0
TOR,TOR @ BKN,2022-02-28,W,36,100,37,74,0.5,13,27,0.48148148148148145,13,18,0.7222222222222222,14,20,34,23,11,14,3,16,31,0
SAS,SAS @ MEM,2022-02-28,L,36,85,33,79,0.4177215189873418,8,26,0.3076923076923077,11,15,0.7333333333333333,9,22,31,24,4,9,2,11,-11,0
SAC,SAC @ OKC,2022-02-28,W,36,99,36,63,0.5714285714285714,6,23,0.2608695652173913,21,28,0.75,8,24,32,23,12,7,6,17,9,0
ORL,ORL vs. IND,2022-02-28,W,36,90,34,70,0.4857142857142857,7,26,0.2692307692307692,15,20,0.75,8,23,31,21,10,7,2,14,15,1
OKC,OKC vs. SAC,2022-02-28,L,36,90,35,70,0.5,8,25,0.32,12,17,0.7058823529411765,7,24,31,24,11,9,3,22,-9,1
MIN,MIN @ CLE,2022-02-28,W,36,101,39,68,0.5735294117647058,15,34,0.4411764705882353,8,9,0.8888888888888888,8,18,26,26,11,9,3,22,13,0
MIL,MIL vs. CHA,2022-02-28,W,36,108,34,73,0.4657534246575342,16,39,0.41025641025641024,24,24,1.0,13,37,50,22,9,3,4,19,32,1
MIA,MIA vs. CHI,2022-02-28,W,36,91,32,65,0.49230769230769234,9,24,0.375,18,23,0.782608695652174,8,25,33,22,7,7,4,14,24,1
MEM,MEM vs. SAS,2022-02-28,W,36,96,39,70,0.5571428571428572,11,20,0.55,7,12,0.5833333333333334,8,34,42,20,12,3,6,13,11,1
IND,IND @ ORL,2022-02-28,L,36,75,25,54,0.46296296296296297,12,29,0.41379310344827586,13,17,0.7647058823529411,2,24,26,19,17,4,3,16,-15,0
CLE,CLE vs. MIN,2022-02-28,L,36,88,29,54,0.5370370370370371,11,27,0.4074074074074074,19,22,0.8636363636363636,6,17,23,22,16,4,2,10,-13,1
CHI,CHI @ MIA,2022-02-28,L,36,67,27,63,0.42857142857142855,3,21,0.14285714285714285,10,15,0.6666666666666666,5,27,32,15,12,5,3,18,-24,0
CHA,CHA @ MIL,2022-02-28,L,36,76,26,72,0.3611111111111111,11,30,0.36666666666666664,13,18,0.7222222222222222,4,22,26,16,5,4,1,20,-32,0
BKN,BKN vs. TOR,2022-02-28,L,36,69,22,60,0.36666666666666664,9,27,0.3333333333333333,16,19,0.8421052631578947,11,19,30,17,19,2,4,16,-31,1
UTA,UTA @ PHX,2022-02-27,W,36,94,36,75,0.48,14,30,0.4666666666666667,8,12,0.6666666666666666,11,19,30,19,8,6,3,13,5,0
POR,POR vs. DEN,2022-02-27,L,36,70,26,70,0.37142857142857144,4,26,0.15384615384615385,14,20,0.7,10,22,32,16,10,10,2,16,-16,1
PHX,PHX vs. UTA,2022-02-27,L,36,89,34,63,0.5396825396825397,8,21,0.38095238095238093,13,16,0.8125,8,20,28,17,7,6,4,13,-5,1
PHI,PHI @ NYK,2022-02-27,W,36,91,29,60,0.48333333333333334,6,24,0.25,27,32,0.84375,3,25,28,20,10,13,3,23,2,0
NYK,NYK vs. PHI,2022-02-27,L,36,89,29,60,0.48333333333333334,10,24,0.4166666666666667,21,34,0.6176470588235294,10,28,38,16,17,6,1,17,-2,1
NOP,NOP @ LAL,2022-02-27,W,36,95,37,70,0.5285714285714286,7,19,0.3684210526315789,14,21,0.6666666666666666,7,31,38,19,10,15,3,15,30,0
LAL,LAL vs. NOP,2022-02-27,L,36,65,24,64,0.375,3,22,0.13636363636363635,14,15,0.9333333333333333,6,25,31,8,21,5,4,15,-30,1
LAC,LAC @ HOU,2022-02-27,W,36,74,26,59,0.4406779661016949,7,27,0.25925925925925924,15,20,0.75,6,35,41,14,14,3,9,17,-6,0
IND,IND vs. BOS,2022-02-27,W,36,93,32,66,0.48484848484848486,14,26,0.5384615384615384,15,18,0.8333333333333334,7,31,38,17,13,5,4,18,11,1
HOU,HOU vs. LAC,2022-02-27,L,36,80,30,71,0.4225352112676056,13,30,0.43333333333333335,7,11,0.6363636363636364,4,26,30,22,4,5,0,15,6,1
GSW,GSW vs. DAL,2022-02-27,L,36,88,34,70,0.4857142857142857,9,28,0.32142857142857145,11,18,0.6111111111111112,9,26,35,23,7,13,2,15,14,1
DET,DET @ CHA,2022-02-27,W,36,82,33,75,0.44,8,28,0.2857142857142857,8,12,0.6666666666666666,13,23,36,20,9,10,2,19,-2,0
DEN,DEN @ POR,2022-02-27,W,36,86,31,63,0.49206349206349204,7,25,0.28,17,20,0.85,5,36,41,20,12,7,4,15,16,0
DAL,DAL @ GSW,2022-02-27,W,36,74,27,59,0.4576271186440678,10,27,0.37037037037037035,10,13,0.7692307692307693,5,27,32,10,15,5,6,14,-14,0
CHA,CHA vs. DET,2022-02-27,L,36,84,32,62,0.5161290322580645,9,23,0.391304347826087,11,18,0.6111111111111112,7,26,33,17,13,3,5,12,2,1
BOS,BOS @ IND,2022-02-27,L,36,82,32,71,0.4507042253521127,8,29,0.27586206896551724,10,13,0.7692307692307693,8,22,30,20,6,4,9,11,-11,0
WAS,WAS @ CLE,2022-02-26,L,36,70,27,58,0.46551724137931033,11,19,0.5789473684210527,5,6,0.8333333333333334,3,27,30,18,16,7,6,15,4,0
TOR,TOR @ ATL,2022-02-26,L,36,74,27,71,0.38028169014084506,9,24,0.375,11,14,0.7857142857142857,6,20,26,18,8,4,1,22,-30,0
SAS,SAS @ MIA,2022-02-26,L,36,97,37,60,0.6166666666666667,9,18,0.5,14,18,0.7777777777777778,7,24,31,26,18,3,0,24,-2,0
SAC,SAC @ DEN,2022-02-26,L,36,85,29,64,0.453125,9,23,0.391304347826087,18,23,0.782608695652174,4,26,30,20,11,4,2,18,0,0
MIL,MIL vs. BKN,2022-02-26,L,36,93,33,61,0.5409836065573771,13,29,0.4482758620689655,14,19,0.7368421052631579,4,25,29,19,11,4,0,14,-3,1
MIA,MIA vs. SAS,2022-02-26,W,36,99,34,61,0.5573770491803278,8,19,0.42105263157894735,23,29,0.7931034482758621,4,16,20,18,9,4,2,19,2,1
MEM,MEM @ CHI,2022-02-26,W,36,93,37,77,0.4805194805194805,6,18,0.3333333333333333,13,17,0.7647058823529411,13,34,47,19,13,5,8,17,14,0
DET,DET vs. BOS,2022-02-26,L,36,82,31,66,0.4696969696969697,6,19,0.3157894736842105,14,16,0.875,6,27,33,16,9,2,3,16,4,1
DEN,DEN vs. SAC,2022-02-26,W,36,85,28,62,0.45161290322580644,11,31,0.3548387096774194,18,21,0.8571428571428571,4,31,35,21,14,5,2,19,0,1
CLE,CLE vs. WAS,2022-02-26,W,36,66,24,64,0.375,5,18,0.2777777777777778,13,14,0.9285714285714286,11,25,36,16,12,8,4,9,-4,1
CHI,CHI vs. MEM,2022-02-26,L,36,79,29,73,0.3972602739726027,7,16,0.4375,14,19,0.7368421052631579,5,25,30,13,10,8,2,11,-14,1
BOS,BOS @ DET,2022-02-26,W,36,78,30,69,0.43478260869565216,6,19,0.3157894736842105,12,14,0.8571428571428571,8,19,27,20,7,2,6,14,-4,0
BKN,BKN @ MIL,2022-02-26,W,36,96,38,73,0.5205479452054794,11,25,0.44,9,12,0.75,10,19,29,22,8,6,3,14,3,0
ATL,ATL vs. TOR,2022-02-26,W,36,104,38,62,0.6129032258064516,10,22,0.45454545454545453,18,22,0.8181818181818182,5,32,37,21,10,3,7,14,30,1
WAS,WAS vs. SAS,2022-02-25,L,36,100,40,66,0.6060606060606061,12,24,0.5,8,12,0.6666666666666666,1,19,20,31,11,7,4,16,-1,1
UTA,UTA vs. DAL,2022-02-25,W,36,89,31,53,0.5849056603773585,13,28,0.4642857142857143,14,17,0.8235294117647058,6,25,31,17,16,9,2,11,3,1
TOR,TOR @ CHA,2022-02-25,L,36,61,26,64,0.40625,4,14,0.2857142857142857,5,9,0.5555555555555556,7,19,26,10,14,3,3,10,-36,0
SAS,SAS @ WAS,2022-02-25,W,36,101,39,70,0.5571428571428572,5,18,0.2777777777777778,18,23,0.782608695652174,10,23,33,26,13,4,2,13,1,0
PHX,PHX vs. NOP,2022-02-25,L,36,81,27,60,0.45,10,29,0.3448275862068966,17,22,0.7727272727272727,5,20,25,17,12,5,5,22,-14,1
PHI,PHI @ MIN,2022-02-25,W,36,92,27,61,0.4426229508196721,11,30,0.36666666666666664,27,32,0.84375,5,28,33,19,9,8,0,16,18,0
ORL,ORL vs. HOU,2022-02-25,W,36,86,31,67,0.4626865671641791,10,30,0.3333333333333333,14,21,0.6666666666666666,9,34,43,15,15,6,4,17,3,1
OKC,OKC @ IND,2022-02-25,W,36,92,36,74,0.4864864864864865,8,20,0.4,12,13,0.9230769230769231,9,28,37,15,9,6,1,14,-1,0
NYK,NYK vs. MIA,2022-02-25,L,36,85,27,63,0.42857142857142855,12,32,0.375,19,26,0.7307692307692307,3,28,31,17,9,3,1,24,-5,1
NOP,NOP @ PHX,2022-02-25,W,36,95,30,63,0.47619047619047616,6,20,0.3,29,36,0.8055555555555556,11,27,38,17,10,8,4,14,14,0
MIN,MIN vs. PHI,2022-02-25,L,36,74,26,67,0.3880597014925373,6,30,0.2,16,19,0.8421052631578947,8,27,35,15,13,4,1,22,-18,1
MIA,MIA @ NYK,2022-02-25,W,36,90,30,60,0.5,9,22,0.4090909090909091,21,29,0.7241379310344828,2,31,33,19,8,6,4,21,5,0
LAL,LAL vs. LAC,2022-02-25,L,36,78,31,72,0.4305555555555556,5,23,0.21739130434782608,11,15,0.7333333333333333,11,30,41,14,10,6,6,11,6,1
LAC,LAC @ LAL,2022-02-25,W,36,72,30,69,0.43478260869565216,7,23,0.30434782608695654,5,8,0.625,7,30,37,19,13,6,6,14,-6,0
IND,IND vs. OKC,2022-02-25,L,36,93,37,68,0.5441176470588235,9,25,0.36,10,17,0.5882352941176471,6,26,32,25,9,7,9,11,1,1
HOU,HOU @ ORL,2022-02-25,L,36,83,33,70,0.4714285714285714,11,35,0.3142857142857143,6,16,0.375,7,28,35,17,12,10,2,17,-3,0
DAL,DAL @ UTA,2022-02-25,L,36,86,33,65,0.5076923076923077,12,28,0.42857142857142855,8,8,1.0,6,15,21,20,10,9,1,17,-3,0
CHA,CHA vs. TOR,2022-02-25,W,36,97,40,71,0.5633802816901409,13,31,0.41935483870967744,4,7,0.5714285714285714,9,32,41,27,12,8,7,12,36,1
SAC,SAC vs. DEN,2022-02-24,L,36,87,34,68,0.5,8,23,0.34782608695652173,11,14,0.7857142857142857,5,25,30,19,12,4,6,8,-5,1
POR,POR vs. GSW,2022-02-24,L,36,73,24,61,0.39344262295081966,8,27,0.2962962962962963,17,22,0.7727272727272727,5,18,23,15,12,4,2,21,-27,1
PHX,PHX @ OKC,2022-02-24,W,36,85,32,67,0.47761194029850745,7,25,0.28,14,16,0.875,3,30,33,23,13,13,4,11,8,0
OKC,OKC vs. PHX,2022-02-24,L,36,77,32,69,0.463768115942029,3,20,0.15,10,11,0.9090909090909091,5,30,35,13,15,9,3,14,-8,1
MIN,MIN vs. MEM,2022-02-24,W,36,84,32,71,0.4507042253521127,12,33,0.36363636363636365,8,16,0.5,9,24,33,21,12,6,7,18,1,1
MEM,MEM @ MIN,2022-02-24,L,36,83,28,75,0.37333333333333335,8,24,0.3333333333333333,19,25,0.76,20,26,46,20,14,9,6,13,-1,0
