TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
BKN,BKN vs. NOP,2022-01-15,W,36,95,37,68,0.5441176470588235,8,19,0.42105263157894735,13,14,0.9285714285714286,9,28,37,24,9,4,4,14,18,1
ATL,ATL vs. NYK,2022-01-15,L,36,77,27,59,0.4576271186440678,11,31,0.3548387096774194,12,17,0.7058823529411765,3,21,24,17,6,5,3,13,-8,1
TOR,TOR @ DET,2022-01-14,L,36,66,20,62,0.3225806451612903,8,25,0.32,18,24,0.75,12,21,33,13,10,4,2,19,-17,0
SAS,SAS vs. CLE,2022-01-14,L,36,86,33,73,0.4520547945205479,13,25,0.52,7,7,1.0,10,30,40,18,10,3,2,17,2,1
SAC,SAC vs. HOU,2022-01-14,W,36,98,40,80,0.5,11,30,0.36666666666666664,7,13,0.5384615384615384,12,29,41,26,8,7,6,18,9,1
PHX,PHX @ IND,2022-01-14,W,36,80,27,65,0.4153846153846154,7,21,0.3333333333333333,19,20,0.95,8,26,34,17,12,7,4,13,4,0
PHI,PHI vs. BOS,2022-01-14,W,36,83,29,64,0.453125,8,28,0.2857142857142857,17,21,0.8095238095238095,4,25,29,21,5,10,4,13,17,1
ORL,ORL @ CHA,2022-01-14,W,36,88,33,67,0.4925373134328358,13,37,0.35135135135135137,9,11,0.8181818181818182,3,24,27,23,14,8,4,14,-3,0
MIA,MIA vs. ATL,2022-01-14,W,36,94,32,58,0.5517241379310345,11,25,0.44,19,21,0.9047619047619048,6,23,29,27,14,2,1,22,-5,1
MEM,MEM vs. DAL,2022-01-14,L,36,73,29,68,0.4264705882352941,7,23,0.30434782608695654,8,9,0.8888888888888888,7,26,33,16,12,6,6,12,-11,1
IND,IND vs. PHX,2022-01-14,L,36,76,28,66,0.42424242424242425,11,29,0.3793103448275862,9,12,0.75,6,27,33,17,11,8,5,16,-4,1
HOU,HOU @ SAC,2022-01-14,L,36,89,35,78,0.44871794871794873,8,31,0.25806451612903225,11,14,0.7857142857142857,12,31,43,18,13,3,4,12,-9,0
GSW,GSW @ CHI,2022-01-14,W,36,112,43,77,0.5584415584415584,15,33,0.45454545454545453,11,15,0.7333333333333333,9,27,36,32,2,11,2,10,40,0
DET,DET vs. TOR,2022-01-14,W,36,83,32,63,0.5079365079365079,4,21,0.19047619047619047,15,19,0.7894736842105263,8,26,34,18,6,6,5,23,17,1
DAL,DAL @ MEM,2022-01-14,W,36,84,34,69,0.4927536231884058,6,22,0.2727272727272727,10,13,0.7692307692307693,6,30,36,23,9,6,1,15,11,0
CLE,CLE @ SAS,2022-01-14,W,36,84,34,71,0.4788732394366197,8,18,0.4444444444444444,8,15,0.5333333333333333,7,25,32,21,5,5,3,9,-2,0
CHI,CHI vs. GSW,2022-01-14,L,36,72,28,62,0.45161290322580644,7,28,0.25,9,12,0.75,5,20,25,19,12,2,4,15,-40,1
CHA,CHA vs. ORL,2022-01-14,L,36,91,34,72,0.4722222222222222,8,28,0.2857142857142857,15,17,0.8823529411764706,7,27,34,24,13,8,5,13,3,1
BOS,BOS @ PHI,2022-01-14,L,36,66,24,59,0.4067796610169492,8,25,0.32,10,12,0.8333333333333334,7,28,35,13,15,1,3,17,-17,0
ATL,ATL @ MIA,2022-01-14,L,36,99,32,59,0.5423728813559322,14,30,0.4666666666666667,21,24,0.875,4,19,23,21,9,4,4,18,5,0
POR,POR @ DEN,2022-01-13,L,36,80,30,67,0.44776119402985076,10,30,0.3333333333333333,10,17,0.5882352941176471,9,19,28,23,12,10,4,16,-21,0
OKC,OKC @ BKN,2022-01-13,W,36,100,36,70,0.5142857142857142,14,32,0.4375,14,16,0.875,9,23,32,24,9,5,6,12,17,0
NOP,NOP vs. LAC,2022-01-13,W,36,87,33,71,0.4647887323943662,12,31,0.3870967741935484,9,10,0.9,7,36,43,19,4,4,2,14,24,1
MIN,MIN @ MEM,2022-01-13,L,36,84,31,73,0.4246575342465753,12,36,0.3333333333333333,10,12,0.8333333333333334,7,26,33,19,14,3,7,17,-6,0
MIL,MIL vs. GSW,2022-01-13,W,36,97,36,68,0.5294117647058824,14,31,0.45161290322580644,11,14,0.7857142857142857,5,37,42,23,12,8,5,12,25,1
MEM,MEM vs. MIN,2022-01-13,W,36,90,34,74,0.4594594594594595,5,23,0.21739130434782608,17,24,0.7083333333333334,12,32,44,18,12,9,5,12,6,1
LAC,LAC @ NOP,2022-01-13,L,36,63,21,61,0.3442622950819672,7,28,0.25,14,15,0.9333333333333333,3,29,32,15,9,2,5,11,-24,0
GSW,GSW @ MIL,2022-01-13,L,36,72,23,69,0.3333333333333333,11,37,0.2972972972972973,15,20,0.75,8,26,34,14,13,6,2,11,-25,0
DEN,DEN vs. POR,2022-01-13,W,36,101,39,62,0.6290322580645161,11,26,0.4230769230769231,12,17,0.7058823529411765,4,26,30,25,12,5,3,16,21,1
BKN,BKN vs. OKC,2022-01-13,L,36,83,33,76,0.4342105263157895,5,22,0.22727272727272727,12,13,0.9230769230769231,15,23,38,12,7,7,7,15,-17,1
WAS,WAS vs. ORL,2022-01-12,W,36,84,32,62,0.5161290322580645,8,24,0.3333333333333333,12,15,0.8,5,30,35,19,7,4,3,10,12,1
UTA,UTA vs. CLE,2022-01-12,L,36,68,25,66,0.3787878787878788,12,36,0.3333333333333333,6,10,0.6,3,22,25,6,3,4,2,14,-20,1
SAS,SAS vs. HOU,2022-01-12,L,36,90,32,74,0.43243243243243246,11,34,0.3235294117647059,15,20,0.75,7,29,36,23,8,9,3,14,-1,1
SAC,SAC vs. LAL,2022-01-12,W,36,101,40,68,0.5882352941176471,8,21,0.38095238095238093,13,15,0.8666666666666667,6,28,34,23,10,6,6,15,11,1
PHI,PHI vs. CHA,2022-01-12,L,36,76,26,56,0.4642857142857143,10,23,0.43478260869565216,14,22,0.6363636363636364,3,24,27,13,15,2,2,12,-9,1
ORL,ORL @ WAS,2022-01-12,L,36,72,27,73,0.3698630136986301,9,27,0.3333333333333333,9,11,0.8181818181818182,12,25,37,22,7,5,4,10,-12,0
NYK,NYK vs. DAL,2022-01-12,W,36,84,32,62,0.5161290322580645,10,21,0.47619047619047616,10,12,0.8333333333333334,6,34,40,18,9,3,4,16,18,1
MIA,MIA @ ATL,2022-01-12,W,36,86,31,68,0.45588235294117646,12,33,0.36363636363636365,12,13,0.9230769230769231,6,33,39,20,9,6,4,15,19,0
LAL,LAL @ SAC,2022-01-12,L,36,90,32,76,0.42105263157894735,13,34,0.38235294117647056,13,20,0.65,14,20,34,20,7,5,1,15,-11,0
IND,IND vs. BOS,2022-01-12,L,36,71,31,66,0.4696969696969697,4,26,0.15384615384615385,5,8,0.625,8,18,26,20,11,5,3,17,-16,1
HOU,HOU @ SAS,2022-01-12,W,36,91,34,66,0.5151515151515151,13,31,0.41935483870967744,10,14,0.7142857142857143,1,32,33,20,11,5,5,17,1,0
DAL,DAL @ NYK,2022-01-12,L,36,66,24,60,0.4,6,28,0.21428571428571427,12,17,0.7058823529411765,5,22,27,11,10,6,2,12,-18,0
CLE,CLE @ UTA,2022-01-12,W,36,88,33,62,0.532258064516129,8,22,0.36363636363636365,14,17,0.8235294117647058,6,36,42,20,11,3,3,13,20,0
CHI,CHI vs. BKN,2022-01-12,L,36,79,29,65,0.4461538461538462,7,23,0.30434782608695654,14,17,0.8235294117647058,10,16,26,15,10,5,5,18,-22,1
CHA,CHA @ PHI,2022-01-12,W,36,85,36,69,0.5217391304347826,6,23,0.2608695652173913,7,8,0.875,5,27,32,24,10,7,3,15,9,0
BOS,BOS @ IND,2022-01-12,W,36,87,31,59,0.5254237288135594,13,28,0.4642857142857143,12,16,0.75,5,22,27,17,12,5,4,14,16,0
BKN,BKN @ CHI,2022-01-12,W,36,101,33,60,0.55,13,26,0.5,22,26,0.8461538461538461,5,26,31,25,8,7,3,15,22,0
ATL,ATL vs. MIA,2022-01-12,L,36,67,23,60,0.38333333333333336,8,29,0.27586206896551724,13,19,0.6842105263157895,4,25,29,14,12,6,3,12,-19,1
WAS,WAS vs. OKC,2022-01-11,W,36,94,36,64,0.5625,6,19,0.3157894736842105,16,21,0.7619047619047619,6,28,34,22,8,3,5,9,1,1
TOR,TOR vs. PHX,2022-01-11,L,36,71,29,64,0.453125,6,24,0.25,7,13,0.5384615384615384,12,19,31,12,14,9,2,12,2,1
PHX,PHX @ TOR,2022-01-11,W,36,69,26,55,0.4727272727272727,9,23,0.391304347826087,8,12,0.6666666666666666,8,22,30,17,17,9,1,16,-2,0
OKC,OKC @ WAS,2022-01-11,L,36,93,38,77,0.4935064935064935,9,31,0.2903225806451613,8,9,0.8888888888888888,7,22,29,20,5,5,0,15,-1,0
NOP,NOP vs. MIN,2022-01-11,W,36,97,35,63,0.5555555555555556,11,28,0.39285714285714285,16,22,0.7272727272727273,7,24,31,27,15,6,1,21,8,1
MIN,MIN @ NOP,2022-01-11,L,36,89,29,62,0.46774193548387094,11,26,0.4230769230769231,20,27,0.7407407407407407,6,18,24,19,11,8,3,16,-8,0
MEM,MEM vs. GSW,2022-01-11,W,36,87,33,76,0.4342105263157895,10,24,0.4166666666666667,11,15,0.7333333333333333,6,24,30,23,9,11,4,15,-3,1
LAC,LAC vs. DEN,2022-01-11,W,36,55,23,67,0.34328358208955223,5,23,0.21739130434782608,4,6,0.6666666666666666,3,21,24,15,8,9,2,18,-11,1
GSW,GSW @ MEM,2022-01-11,L,36,90,29,59,0.4915254237288136,11,23,0.4782608695652174,21,24,0.875,3,33,36,21,17,7,4,15,3,0
DET,DET @ CHI,2022-01-11,L,36,66,23,65,0.35384615384615387,6,28,0.21428571428571427,14,18,0.7777777777777778,9,24,33,14,14,5,5,18,-31,0
DEN,DEN @ LAC,2022-01-11,L,36,66,23,56,0.4107142857142857,3,23,0.13043478260869565,17,20,0.85,8,37,45,17,17,4,2,14,11,0
CHI,CHI vs. DET,2022-01-11,W,36,97,36,69,0.5217391304347826,11,24,0.4583333333333333,14,17,0.8235294117647058,10,35,45,25,10,10,1,17,31,1
UTA,UTA @ DET,2022-01-10,L,36,84,32,64,0.5,7,24,0.2916666666666667,13,16,0.8125,6,25,31,19,12,8,3,10,-4,0
SAS,SAS @ NYK,2022-01-10,L,36,75,31,73,0.4246575342465753,5,21,0.23809523809523808,8,11,0.7272727272727273,12,23,35,15,8,4,4,17,-7,0
SAC,SAC vs. CLE,2022-01-10,L,36,79,29,73,0.3972602739726027,9,19,0.47368421052631576,12,17,0.7058823529411765,13,21,34,14,8,9,3,12,-5,1
POR,POR vs. BKN,2022-01-10,W,36,87,29,63,0.4603174603174603,11,30,0.36666666666666664,18,24,0.75,6,28,34,17,9,6,7,12,6,1
PHI,PHI @ HOU,2022-01-10,W,36,91,34,68,0.5,10,29,0.3448275862068966,13,15,0.8666666666666667,9,23,32,19,9,10,5,16,19,0
NYK,NYK vs. SAS,2022-01-10,W,36,82,28,63,0.4444444444444444,8,23,0.34782608695652173,18,23,0.782608695652174,9,30,39,14,10,6,6,16,7,1
MIL,MIL @ CHA,2022-01-10,L,36,74,25,61,0.4098360655737705,12,34,0.35294117647058826,12,15,0.8,4,31,35,19,15,4,2,13,-9,0
IND,IND @ BOS,2022-01-10,L,36,60,24,65,0.36923076923076925,6,24,0.25,6,7,0.8571428571428571,7,23,30,12,16,9,3,15,-8,0
HOU,HOU vs. PHI,2022-01-10,L,36,72,24,55,0.43636363636363634,11,31,0.3548387096774194,13,20,0.65,3,23,26,15,16,4,3,8,-19,1
DET,DET vs. UTA,2022-01-10,W,36,88,35,71,0.49295774647887325,12,26,0.46153846153846156,6,7,0.8571428571428571,5,25,30,21,9,6,4,14,4,1
CLE,CLE @ SAC,2022-01-10,W,36,84,33,65,0.5076923076923077,8,24,0.3333333333333333,10,11,0.9090909090909091,10,31,41,21,14,5,8,14,5,0
CHA,CHA vs. MIL,2022-01-10,W,36,83,32,74,0.43243243243243246,11,34,0.3235294117647059,8,9,0.8888888888888888,9,27,36,18,9,10,3,13,9,1
BOS,BOS vs. IND,2022-01-10,W,36,68,24,59,0.4067796610169492,4,17,0.23529411764705882,16,20,0.8,10,29,39,10,16,9,4,12,8,1
BKN,BKN @ POR,2022-01-10,L,36,81,30,68,0.4411764705882353,10,27,0.37037037037037035,11,12,0.9166666666666666,9,24,33,17,11,6,3,20,-6,0
WAS,WAS @ ORL,2022-01-09,W,36,67,23,65,0.35384615384615387,7,23,0.30434782608695654,14,17,0.8235294117647058,9,33,42,13,12,1,3,15,-4,0
TOR,TOR vs. NOP,2022-01-09,W,36,79,28,66,0.42424242424242425,9,26,0.34615384615384615,14,14,1.0,9,21,30,15,7,6,2,14,2,1
SAS,SAS @ BKN,2022-01-09,L,36,89,34,79,0.43037974683544306,11,25,0.44,10,14,0.7142857142857143,9,21,30,24,8,7,6,13,-2,0
SAC,SAC @ POR,2022-01-09,L,36,67,25,65,0.38461538461538464,3,21,0.14285714285714285,14,19,0.7368421052631579,7,30,37,13,9,6,5,12,-15,0
POR,POR vs. SAC,2022-01-09,W,36,82,30,68,0.4411764705882353,12,30,0.4,10,13,0.7692307692307693,7,28,35,22,10,4,4,18,15,1
ORL,ORL vs. WAS,2022-01-09,L,36,71,27,70,0.38571428571428573,8,21,0.38095238095238093,9,10,0.9,5,26,31,12,6,8,6,15,4,1
OKC,OKC vs. DEN,2022-01-09,L,36,78,30,67,0.44776119402985076,8,29,0.27586206896551724,10,12,0.8333333333333334,8,21,29,23,5,8,5,9,-2,1
NOP,NOP @ TOR,2022-01-09,L,36,77,26,53,0.49056603773584906,10,26,0.38461538461538464,15,18,0.8333333333333334,4,23,27,17,11,3,4,13,-2,0
MIN,MIN @ HOU,2022-01-09,W,36,111,45,82,0.5487804878048781,12,31,0.3870967741935484,9,13,0.6923076923076923,12,28,40,28,7,8,8,16,23,0
MEM,MEM @ LAL,2022-01-09,W,36,107,41,69,0.5942028985507246,11,23,0.4782608695652174,14,21,0.6666666666666666,9,31,40,28,11,7,9,17,24,0
LAL,LAL vs. MEM,2022-01-09,L,36,83,31,75,0.41333333333333333,10,26,0.38461538461538464,11,14,0.7857142857142857,12,19,31,16,9,4,6,18,-24,1
LAC,LAC vs. ATL,2022-01-09,W,36,86,35,70,0.5,12,28,0.42857142857142855,4,5,0.8,10,27,37,20,11,4,3,13,13,1
HOU,HOU vs. MIN,2022-01-09,L,36,88,32,69,0.463768115942029,10,30,0.3333333333333333,14,22,0.6363636363636364,6,25,31,22,10,2,5,11,-23,1
GSW,GSW vs. CLE,2022-01-09,W,36,79,32,77,0.4155844155844156,9,35,0.2571428571428571,6,8,0.75,19,24,43,21,12,13,2,15,19,1
DEN,DEN @ OKC,2022-01-09,W,36,80,31,67,0.4626865671641791,11,28,0.39285714285714285,7,10,0.7,11,25,36,23,11,4,2,12,2,0
DAL,DAL vs. CHI,2022-01-09,W,36,83,32,66,0.48484848484848486,10,27,0.37037037037037035,9,9,1.0,5,32,37,19,8,2,2,10,4,1
CLE,CLE @ GSW,2022-01-09,L,36,60,24,57,0.42105263157894735,4,17,0.23529411764705882,8,14,0.5714285714285714,6,25,31,17,16,8,2,6,-19,0
CHI,CHI @ DAL,2022-01-09,L,36,79,30,72,0.4166666666666667,10,27,0.37037037037037035,9,11,0.8181818181818182,8,24,32,17,4,8,2,14,-4,0
BKN,BKN vs. SAS,2022-01-09,W,36,91,35,66,0.5303030303030303,6,18,0.3333333333333333,15,18,0.8333333333333334,5,32,37,24,14,4,7,14,2,1
ATL,ATL @ LAC,2022-01-09,L,36,73,28,61,0.45901639344262296,6,18,0.3333333333333333,11,13,0.8461538461538461,4,23,27,14,8,5,2,9,-13,0
UTA,UTA @ IND,2022-01-08,L,36,86,29,61,0.47540983606557374,12,25,0.48,16,16,1.0,8,25,33,15,11,5,3,14,-4,0
PHX,PHX vs. MIA,2022-01-08,L,36,79,25,60,0.4166666666666667,12,27,0.4444444444444444,17,20,0.85,5,23,28,20,11,7,1,12,-19,1
ORL,ORL @ DET,2022-01-08,L,36,73,25,69,0.36231884057971014,12,38,0.3157894736842105,11,13,0.8461538461538461,6,26,32,22,12,5,7,14,0,0
NYK,NYK @ BOS,2022-01-08,L,36,60,23,57,0.40350877192982454,11,28,0.39285714285714285,3,11,0.2727272727272727,6,23,29,12,10,4,3,14,-16,0
MIL,MIL @ CHA,2022-01-08,L,36,75,26,69,0.37681159420289856,11,31,0.3548387096774194,12,13,0.9230769230769231,11,29,40,16,12,5,3,14,-14,0
MIA,MIA @ PHX,2022-01-08,W,36,98,34,67,0.5074626865671642,18,35,0.5142857142857142,12,14,0.8571428571428571,8,27,35,24,10,5,1,12,19,0
MEM,MEM @ LAC,2022-01-08,W,36,94,34,74,0.4594594594594595,9,28,0.32142857142857145,17,22,0.7727272727272727,11,26,37,19,5,8,8,17,10,0
LAC,LAC vs. MEM,2022-01-08,L,36,84,28,66,0.42424242424242425,9,25,0.36,19,22,0.8636363636363636,9,26,35,13,12,3,2,17,-10,1
IND,IND vs. UTA,2022-01-08,W,36,90,34,64,0.53125,12,24,0.5,10,17,0.5882352941176471,3,23,26,22,6,6,5,15,4,1
DET,DET vs. ORL,2022-01-08,W,36,73,29,66,0.4393939393939394,8,25,0.32,7,11,0.6363636363636364,5,30,35,16,12,7,5,15,0,1
CHA,CHA vs. MIL,2022-01-08,W,36,89,34,74,0.4594594594594595,14,36,0.3888888888888889,7,10,0.7,10,28,38,22,9,7,3,16,14,1
BOS,BOS vs. NYK,2022-01-08,W,36,76,27,57,0.47368421052631576,8,21,0.38095238095238093,14,16,0.875,6,28,34,21,8,6,6,10,16,1
WAS,WAS @ CHI,2022-01-07,L,36,95,35,65,0.5384615384615384,6,17,0.35294117647058826,19,20,0.95,7,24,31,21,12,5,3,12,-12,0
UTA,UTA @ TOR,2022-01-07,L,36,92,34,64,0.53125,15,31,0.4838709677419355,9,14,0.6428571428571429,5,25,30,21,15,2,3,16,-2,0
TOR,TOR vs. UTA,2022-01-07,W,36,94,33,76,0.4342105263157895,10,34,0.29411764705882354,18,20,0.9,15,21,36,18,7,7,3,14,2,1
SAS,SAS @ PHI,2022-01-07,L,36,80,31,70,0.44285714285714284,8,23,0.34782608695652173,10,11,0.9090909090909091,7,21,28,18,9,2,5,16,-17,0
SAC,SAC @ DEN,2022-01-07,L,36,85,30,71,0.4225352112676056,7,20,0.35,18,22,0.8181818181818182,10,22,32,16,8,6,3,12,-11,0
POR,POR vs. CLE,2022-01-07,L,36,78,31,74,0.4189189189189189,12,25,0.48,4,9,0.4444444444444444,14,28,42,17,8,5,4,17,-4,1
PHI,PHI vs. SAS,2022-01-07,W,36,97,37,67,0.5522388059701493,7,20,0.35,16,22,0.7272727272727273,8,26,34,22,6,5,2,10,17,1
OKC,OKC vs. MIN,2022-01-07,L,36,80,27,63,0.42857142857142855,10,29,0.3448275862068966,16,21,0.7619047619047619,8,21,29,19,16,8,4,18,-23,1
MIN,MIN @ OKC,2022-01-07,W,36,103,37,64,0.578125,11,27,0.4074074074074074,18,22,0.8181818181818182,5,26,31,30,13,9,5,15,23,0
MIL,MIL @ BKN,2022-01-07,W,36,98,37,75,0.49333333333333335,12,35,0.34285714285714286,12,15,0.8,10,27,37,17,8,5,2,16,18,0
LAL,LAL vs. ATL,2022-01-07,W,36,101,36,74,0.4864864864864865,14,33,0.42424242424242425,15,17,0.8823529411764706,5,30,35,27,5,10,2,18,14,1
HOU,HOU vs. DAL,2022-01-07,L,36,86,30,63,0.47619047619047616,10,29,0.3448275862068966,16,23,0.6956521739130435,4,20,24,15,7,4,2,14,-24,1
DEN,DEN vs. SAC,2022-01-07,W,36,96,38,65,0.5846153846153846,10,25,0.4,10,14,0.7142857142857143,5,28,33,26,8,4,6,16,11,1
DAL,DAL @ HOU,2022-01-07,W,36,110,41,67,0.6119402985074627,16,28,0.5714285714285714,12,22,0.5454545454545454,9,32,41,31,10,4,2,18,24,0
CLE,CLE @ POR,2022-01-07,W,36,82,27,56,0.48214285714285715,12,27,0.4444444444444444,16,26,0.6153846153846154,4,25,29,15,5,5,2,10,4,0
CHI,CHI vs. WAS,2022-01-07,W,36,107,39,74,0.527027027027027,14,28,0.5,15,17,0.8823529411764706,9,22,31,27,7,9,2,16,12,1
BKN,BKN vs. MIL,2022-01-07,L,36,80,31,68,0.45588235294117646,4,16,0.25,14,14,1.0,8,25,33,17,8,6,3,12,-18,1
ATL,ATL @ LAL,2022-01-07,L,36,87,34,75,0.4533333333333333,9,29,0.3103448275862069,10,16,0.625,11,33,44,23,11,2,0,15,-14,0
PHX,PHX vs. LAC,2022-01-06,W,36,75,32,79,0.4050632911392405,7,22,0.3181818181818182,4,5,0.8,12,33,45,14,6,3,7,14,9,1
NYK,NYK vs. BOS,2022-01-06,W,36,77,29,70,0.4142857142857143,13,28,0.4642857142857143,6,8,0.75,10,21,31,14,11,7,1,11,-7,1
NOP,NOP vs. GSW,2022-01-06,W,36,75,27,61,0.4426229508196721,6,23,0.2608695652173913,15,19,0.7894736842105263,4,27,31,17,11,5,2,14,3,1
MEM,MEM vs. DET,2022-01-06,W,36,90,36,74,0.4864864864864865,7,24,0.2916666666666667,11,18,0.6111111111111112,13,30,43,24,11,7,7,12,22,1
LAC,LAC @ PHX,2022-01-06,L,36,66,24,65,0.36923076923076925,5,22,0.22727272727272727,13,17,0.7647058823529411,5,33,38,15,10,4,5,9,-9,0
GSW,GSW @ NOP,2022-01-06,L,36,72,27,63,0.42857142857142855,5,21,0.23809523809523808,13,16,0.8125,7,27,34,17,10,8,5,16,-3,0
DET,DET @ MEM,2022-01-06,L,36,68,26,72,0.3611111111111111,6,28,0.21428571428571427,10,13,0.7692307692307693,7,23,30,19,12,6,2,13,-22,0
BOS,BOS @ NYK,2022-01-06,L,36,84,32,63,0.5079365079365079,13,32,0.40625,7,8,0.875,7,26,33,17,11,5,9,11,7,0
WAS,WAS vs. HOU,2022-01-05,L,36,83,29,70,0.4142857142857143,7,28,0.25,18,21,0.8571428571428571,9,27,36,14,13,6,2,21,-3,1
UTA,UTA @ DEN,2022-01-05,W,36,88,33,68,0.4852941176470588,11,33,0.3333333333333333,11,14,0.7857142857142857,3,29,32,16,3,6,0,12,10,0
TOR,TOR @ MIL,2022-01-05,W,36,92,34,67,0.5074626865671642,13,28,0.4642857142857143,11,15,0.7333333333333333,6,27,33,19,11,4,4,15,4,0
SAS,SAS @ BOS,2022-01-05,W,36,80,33,71,0.4647887323943662,9,24,0.375,5,5,1.0,10,28,38,16,10,5,3,12,3,0
SAC,SAC vs. ATL,2022-01-05,L,36,75,28,70,0.4,9,22,0.4090909090909091,10,14,0.7142857142857143,8,30,38,12,7,6,1,11,-3,1
POR,POR vs. MIA,2022-01-05,L,36,80,23,56,0.4107142857142857,10,26,0.38461538461538464,24,30,0.8,6,21,27,13,5,7,3,15,-3,1
PHI,PHI @ ORL,2022-01-05,W,36,88,32,63,0.5079365079365079,9,20,0.45,15,21,0.7142857142857143,8,21,29,16,14,5,2,13,-1,0
ORL,ORL vs. PHI,2022-01-05,L,36,89,33,70,0.4714285714285714,10,31,0.3225806451612903,13,17,0.7647058823529411,12,25,37,19,14,8,3,23,1,1
OKC,OKC @ MIN,2022-01-05,L,36,63,24,66,0.36363636363636365,5,24,0.20833333333333334,10,12,0.8333333333333334,10,30,40,15,14,10,5,10,-6,0
MIN,MIN vs. OKC,2022-01-05,W,36,69,27,72,0.375,11,37,0.2972972972972973,4,7,0.5714285714285714,13,32,45,17,14,10,4,10,6,1
MIL,MIL vs. TOR,2022-01-05,L,36,88,30,66,0.45454545454545453,13,29,0.4482758620689655,15,20,0.75,7,26,33,17,12,8,5,11,-4,1
MIA,MIA @ POR,2022-01-05,W,36,83,29,64,0.453125,14,32,0.4375,11,15,0.7333333333333333,12,28,40,22,10,3,2,17,3,0
IND,IND vs. BKN,2022-01-05,L,36,101,36,65,0.5538461538461539,13,30,0.43333333333333335,16,17,0.9411764705882353,4,22,26,22,12,3,4,14,7,1
HOU,HOU @ WAS,2022-01-05,W,36,86,30,66,0.45454545454545453,6,21,0.2857142857142857,20,26,0.7692307692307693,9,29,38,10,15,9,2,19,3,0
GSW,GSW @ DAL,2022-01-05,L,36,67,26,63,0.4126984126984127,4,21,0.19047619047619047,11,15,0.7333333333333333,6,30,36,16,12,9,4,12,-3,0
DET,DET @ CHA,2022-01-05,L,36,75,29,69,0.42028985507246375,10,31,0.3225806451612903,7,12,0.5833333333333334,6,23,29,18,10,8,1,18,-25,0
DEN,DEN vs. UTA,2022-01-05,L,36,78,29,63,0.4603174603174603,9,26,0.34615384615384615,11,12,0.9166666666666666,4,28,32,21,10,1,3,16,-10,1
DAL,DAL vs. GSW,2022-01-05,W,36,70,25,69,0.36231884057971014,7,30,0.23333333333333334,13,16,0.8125,8,26,34,15,10,4,5,13,3,1
CHA,CHA vs. DET,2022-01-05,W,36,100,34,60,0.5666666666666667,15,30,0.5,17,26,0.6538461538461539,6,34,40,28,11,5,3,15,25,1
BOS,BOS vs. SAS,2022-01-05,L,36,77,30,67,0.44776119402985076,9,26,0.34615384615384615,8,9,0.8888888888888888,9,23,32,16,7,6,7,9,-3,1
BKN,BKN @ IND,2022-01-05,W,36,94,36,67,0.5373134328358209,4,17,0.23529411764705882,18,20,0.9,7,22,29,24,9,9,2,13,-7,0
ATL,ATL @ SAC,2022-01-05,W,36,78,28,67,0.417910447761194,7,25,0.28,15,20,0.75,8,32,40,16,8,6,4,9,3,0
TOR,TOR vs. SAS,2022-01-04,W,36,97,33,76,0.4342105263157895,14,36,0.3888888888888889,17,22,0.7727272727272727,14,25,39,23,8,9,6,17,16,1
SAS,SAS @ TOR,2022-01-04,L,36,81,32,72,0.4444444444444444,6,23,0.2608695652173913,11,17,0.6470588235294118,14,24,38,22,15,4,3,17,-16,0
SAC,SAC @ LAL,2022-01-04,L,36,83,32,65,0.49230769230769234,10,27,0.37037037037037035,9,12,0.75,7,30,37,24,13,2,0,12,-2,0
PHX,PHX @ NOP,2022-01-04,W,36,95,36,65,0.5538461538461539,13,24,0.5416666666666666,10,14,0.7142857142857143,4,29,33,23,10,6,2,21,11,0
NYK,NYK vs. IND,2022-01-04,W,36,84,31,59,0.5254237288135594,6,22,0.2727272727272727,16,22,0.7272727272727273,10,29,39,14,9,4,0,15,7,1
NOP,NOP vs. PHX,2022-01-04,L,36,84,26,67,0.3880597014925373,6,24,0.25,26,30,0.8666666666666667,11,23,34,22,9,7,3,16,-11,1
MEM,MEM @ CLE,2022-01-04,W,36,76,28,67,0.417910447761194,7,23,0.30434782608695654,13,18,0.7222222222222222,9,23,32,15,7,5,7,13,1,0
LAL,LAL vs. SAC,2022-01-04,W,36,85,35,79,0.4430379746835443,6,24,0.25,9,11,0.8181818181818182,12,25,37,18,3,5,4,11,2,1
IND,IND @ NYK,2022-01-04,L,36,77,28,62,0.45161290322580644,8,32,0.25,13,19,0.6842105263157895,6,19,25,20,7,3,1,16,-7,0
CLE,CLE vs. MEM,2022-01-04,L,36,75,29,66,0.4393939393939394,7,22,0.3181818181818182,10,15,0.6666666666666666,10,29,39,20,11,2,3,11,-1,1
WAS,WAS vs. CHA,2022-01-03,W,36,84,31,71,0.43661971830985913,9,28,0.32142857142857145,13,15,0.8666666666666667,9,29,38,17,11,4,4,8,-6,1
UTA,UTA @ NOP,2022-01-03,W,36,82,30,65,0.46153846153846156,13,29,0.4482758620689655,9,11,0.8181818181818182,10,24,34,16,10,3,2,19,5,0
POR,POR vs. ATL,2022-01-03,W,36,100,36,68,0.5294117647058824,16,34,0.47058823529411764,12,16,0.75,9,22,31,22,8,7,3,13,-5,1
