TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
MIL,MIL vs. PHX,2022-03-06,W,12,41,14,20,70.0,6,8,75.0,7,8,87.5,2,7,9,7,2,3,4,5,9,1
MEM,MEM @ HOU,2022-03-06,L,12,20,7,23,30.4,0,7,0.0,6,8,75.0,5,5,10,4,3,0,5,7,-11,0
LAC,LAC vs. NYK,2022-03-06,L,12,25,9,20,45.0,2,8,25.0,5,8,62.5,0,4,4,4,2,0,2,3,-11,1
IND,IND @ WAS,2022-03-06,L,12,36,13,22,59.1,3,9,33.3,7,9,77.8,1,7,8,6,0,0,1,7,-1,0
HOU,HOU vs. MEM,2022-03-06,W,12,31,11,22,50.0,3,7,42.9,6,11,54.5,3,9,12,7,1,2,2,8,11,1
DEN,DEN vs. NOP,2022-03-06,W,12,40,11,18,61.1,1,3,33.3,17,21,81.0,2,9,11,9,2,4,2,8,10,1
CLE,CLE vs. TOR,2022-03-06,W,12,31,11,19,57.9,2,5,40.0,7,9,77.8,4,5,9,5,2,2,0,8,-3,1
BOS,BOS vs. BKN,2022-03-06,W,12,37,10,20,50.0,4,9,44.4,13,16,81.3,4,6,10,4,1,3,1,4,7,1
BKN,BKN @ BOS,2022-03-06,L,12,30,11,21,52.4,3,7,42.9,5,5,100.0,3,6,9,6,5,0,2,10,-7,0
SAS,SAS @ CHA,2022-03-05,L,12,20,9,27,33.3,0,10,0.0,2,3,66.7,6,8,14,3,1,3,2,7,-4,0
SAC,SAC @ DAL,2022-03-05,L,12,21,9,19,47.4,1,6,16.7,2,5,40.0,1,7,8,4,3,1,0,5,-8,0
POR,POR @ MIN,2022-03-05,L,12,20,6,17,35.3,4,11,36.4,4,6,66.7,4,6,10,4,5,1,0,7,-6,0
PHI,PHI @ MIA,2022-03-05,L,12,14,3,18,16.7,1,13,7.7,7,8,87.5,2,7,9,1,2,1,0,5,-12,0
ORL,ORL @ MEM,2022-03-05,L,12,22,9,21,42.9,2,9,22.2,2,4,50.0,0,11,11,5,3,1,3,3,-5,0
MIN,MIN vs. POR,2022-03-05,W,12,26,9,15,60.0,1,5,20.0,7,7,100.0,0,8,8,7,4,3,1,5,6,1
MIA,MIA vs. PHI,2022-03-05,W,12,26,10,20,50.0,4,8,50.0,2,2,100.0,3,11,14,6,2,2,1,4,12,1
MEM,MEM vs. ORL,2022-03-05,W,12,27,12,26,46.2,1,7,14.3,2,4,50.0,4,13,17,3,2,1,1,5,5,1
LAL,LAL vs. GSW,2022-03-05,W,12,35,12,21,57.1,7,13,53.8,4,5,80.0,5,10,15,8,6,3,0,5,13,1
GSW,GSW @ LAL,2022-03-05,L,12,22,9,21,42.9,3,11,27.3,1,3,33.3,2,5,7,2,4,0,0,6,-13,0
DAL,DAL vs. SAC,2022-03-05,W,12,29,11,23,47.8,5,13,38.5,2,3,66.7,4,7,11,4,2,2,0,5,8,1
CHA,CHA vs. SAS,2022-03-05,W,12,24,4,16,25.0,2,8,25.0,14,14,100.0,4,10,14,3,3,0,3,2,4,1
WAS,WAS vs. ATL,2022-03-04,L,12,30,12,21,57.1,6,10,60.0,0,0,0.0,1,9,10,10,2,1,0,10,6,1
UTA,UTA @ NOP,2022-03-04,L,12,27,7,20,35.0,2,6,33.3,11,14,78.6,7,10,17,4,4,0,1,3,-2,0
TOR,TOR vs. ORL,2022-03-04,L,12,37,15,28,53.6,4,9,44.4,3,3,100.0,5,7,12,6,3,1,3,5,6,1
PHX,PHX vs. NYK,2022-03-04,W,12,34,11,21,52.4,7,10,70.0,5,7,71.4,1,11,12,9,3,1,1,5,13,1
PHI,PHI vs. CLE,2022-03-04,W,12,28,9,17,52.9,3,8,37.5,7,8,87.5,0,10,10,5,1,2,2,3,8,1
ORL,ORL @ TOR,2022-03-04,W,12,31,11,22,50.0,3,8,37.5,6,7,85.7,2,7,9,6,4,1,3,4,-6,0
OKC,OKC vs. MIN,2022-03-04,L,12,14,5,19,26.3,1,11,9.1,3,3,100.0,1,8,9,4,7,3,1,3,-16,1
NYK,NYK @ PHX,2022-03-04,L,12,21,8,23,34.8,1,5,20.0,4,8,50.0,4,8,12,5,2,1,1,5,-13,0
NOP,NOP vs. UTA,2022-03-04,W,12,29,12,29,41.4,3,12,25.0,2,4,50.0,6,9,15,9,1,3,0,8,2,1
MIN,MIN @ OKC,2022-03-04,W,12,30,10,19,52.6,6,11,54.5,4,5,80.0,1,12,13,9,7,5,1,4,16,0
MIL,MIL @ CHI,2022-03-04,W,12,37,13,26,50.0,3,12,25.0,8,12,66.7,7,11,18,6,0,0,1,4,13,0
IND,IND @ DET,2022-03-04,L,12,18,5,25,20.0,1,12,8.3,7,10,70.0,5,12,17,4,3,1,3,6,-4,0
HOU,HOU @ DEN,2022-03-04,L,12,31,10,22,45.5,5,12,41.7,6,9,66.7,3,10,13,6,2,0,0,4,2,0
DET,DET vs. IND,2022-03-04,W,12,22,6,22,27.3,4,9,44.4,6,9,66.7,5,16,21,5,5,1,1,7,4,1
DEN,DEN vs. HOU,2022-03-04,W,12,29,10,20,50.0,4,12,33.3,5,7,71.4,0,9,9,9,2,1,0,6,-2,1
CLE,CLE @ PHI,2022-03-04,L,12,20,9,21,42.9,1,7,14.3,1,1,100.0,2,7,9,7,4,0,1,4,-8,0
CHI,CHI vs. MIL,2022-03-04,L,12,24,9,23,39.1,4,9,44.4,2,3,66.7,2,7,9,7,1,0,0,8,-13,1
ATL,ATL @ WAS,2022-03-04,W,12,24,6,16,37.5,3,9,33.3,9,13,69.2,1,6,7,5,2,0,0,4,-6,0
TOR,TOR vs. DET,2022-03-03,L,12,29,8,20,40.0,2,6,33.3,11,16,68.8,6,7,13,2,2,1,1,6,12,1
SAS,SAS vs. SAC,2022-03-03,L,12,30,11,23,47.8,4,11,36.4,4,6,66.7,2,9,11,6,3,2,2,10,3,1
SAC,SAC @ SAS,2022-03-03,W,12,27,6,19,31.6,2,8,25.0,13,16,81.3,3,10,13,5,3,2,0,3,-3,0
MIA,MIA @ BKN,2022-03-03,W,12,25,9,19,47.4,2,6,33.3,5,5,100.0,1,8,9,5,4,3,1,7,2,0
MEM,MEM @ BOS,2022-03-03,L,12,35,14,21,66.7,6,10,60.0,1,2,50.0,1,4,5,6,1,1,2,4,-2,0
LAL,LAL @ LAC,2022-03-03,L,12,30,11,21,52.4,5,12,41.7,3,3,100.0,4,9,13,8,5,3,0,3,4,0
LAC,LAC vs. LAL,2022-03-03,W,12,26,11,22,50.0,3,5,60.0,1,1,100.0,2,5,7,5,4,3,0,4,-4,1
GSW,GSW @ DAL,2022-03-03,L,12,22,9,16,56.3,4,8,50.0,0,0,0.0,1,6,7,9,5,1,2,4,-1,0
DET,DET @ TOR,2022-03-03,W,12,17,6,20,30.0,0,9,0.0,5,6,83.3,4,6,10,3,2,1,1,11,-12,0
DAL,DAL vs. GSW,2022-03-03,W,12,23,10,21,47.6,2,7,28.6,1,1,100.0,2,5,7,5,2,1,0,0,1,1
CHI,CHI @ ATL,2022-03-03,L,12,32,14,24,58.3,2,5,40.0,2,2,100.0,3,3,6,6,3,3,0,7,-8,0
BOS,BOS vs. MEM,2022-03-03,W,12,37,15,26,57.7,5,8,62.5,2,2,100.0,6,6,12,11,1,0,0,3,2,1
BKN,BKN vs. MIA,2022-03-03,L,12,23,6,16,37.5,2,5,40.0,9,10,90.0,2,5,7,4,4,2,1,6,-2,1
ATL,ATL vs. CHI,2022-03-03,W,12,40,13,19,68.4,8,12,66.7,6,10,60.0,3,7,10,6,3,1,1,5,8,1
UTA,UTA @ HOU,2022-03-02,W,12,24,8,18,44.4,2,9,22.2,6,9,66.7,3,4,7,7,5,3,1,5,-10,0
SAC,SAC @ NOP,2022-03-02,L,12,13,5,19,26.3,0,9,0.0,3,4,75.0,0,9,9,4,2,0,0,4,-16,0
POR,POR @ PHX,2022-03-02,L,12,21,7,21,33.3,4,9,44.4,3,4,75.0,1,6,7,6,1,3,0,6,-7,0
PHX,PHX vs. POR,2022-03-02,W,12,28,8,18,44.4,2,7,28.6,10,11,90.9,3,13,16,6,5,1,1,3,7,1
PHI,PHI vs. NYK,2022-03-02,W,12,30,9,16,56.3,4,10,40.0,8,8,100.0,0,9,9,7,4,0,2,8,3,1
ORL,ORL vs. IND,2022-03-02,L,12,19,8,24,33.3,2,9,22.2,1,2,50.0,5,8,13,1,4,0,1,8,-15,1
OKC,OKC @ DEN,2022-03-02,W,12,33,13,21,61.9,4,6,66.7,3,5,60.0,3,10,13,4,4,1,2,2,5,0
NYK,NYK @ PHI,2022-03-02,L,12,27,10,22,45.5,2,7,28.6,5,7,71.4,0,6,6,6,1,2,0,7,-3,0
NOP,NOP vs. SAC,2022-03-02,W,12,29,13,22,59.1,3,8,37.5,0,1,0.0,0,14,14,8,2,2,0,6,16,1
MIL,MIL vs. MIA,2022-03-02,W,12,27,9,21,42.9,2,6,33.3,7,8,87.5,4,9,13,3,3,3,0,3,5,1
MIA,MIA @ MIL,2022-03-02,L,12,22,9,21,42.9,4,13,30.8,0,0,0.0,1,9,10,6,5,3,0,6,-5,0
IND,IND @ ORL,2022-03-02,W,12,34,10,21,47.6,6,10,60.0,8,11,72.7,3,10,13,6,0,2,0,4,15,0
HOU,HOU vs. UTA,2022-03-02,L,12,34,13,18,72.2,5,9,55.6,3,4,75.0,1,8,9,11,4,3,0,7,10,1
DEN,DEN vs. OKC,2022-03-02,L,12,28,12,27,44.4,4,12,33.3,0,0,0.0,5,7,12,9,3,2,0,6,-5,1
CLE,CLE vs. CHA,2022-03-02,L,12,18,7,22,31.8,3,9,33.3,1,2,50.0,3,9,12,2,3,1,0,4,-5,1
CHA,CHA @ CLE,2022-03-02,W,12,23,9,20,45.0,4,11,36.4,1,4,25.0,2,10,12,5,2,3,3,3,5,0
WAS,WAS vs. DET,2022-03-01,W,12,29,9,19,47.4,2,5,40.0,9,9,100.0,3,9,12,6,5,2,2,9,1,1
TOR,TOR vs. BKN,2022-03-01,W,12,28,8,21,38.1,2,4,50.0,10,10,100.0,4,9,13,6,2,3,1,4,9,1
MIN,MIN vs. GSW,2022-03-01,W,12,33,13,20,65.0,5,9,55.6,2,5,40.0,0,10,10,6,3,1,0,6,6,1
LAL,LAL vs. DAL,2022-03-01,L,12,17,7,19,36.8,1,6,16.7,2,2,100.0,1,6,7,4,4,2,1,6,-7,1
LAC,LAC @ HOU,2022-03-01,W,12,24,10,21,47.6,1,9,11.1,3,3,100.0,2,8,10,7,7,3,2,5,-1,0
HOU,HOU vs. LAC,2022-03-01,L,12,25,11,24,45.8,1,5,20.0,2,4,50.0,3,7,10,3,6,5,0,5,1,1
GSW,GSW @ MIN,2022-03-01,L,12,27,10,23,43.5,1,11,9.1,6,6,100.0,1,8,9,5,2,2,0,5,-6,0
DET,DET @ WAS,2022-03-01,L,12,28,10,23,43.5,0,7,0.0,8,10,80.0,4,7,11,4,3,3,1,8,-1,0
DAL,DAL @ LAL,2022-03-01,W,12,24,10,18,55.6,1,5,20.0,3,5,60.0,2,8,10,5,2,2,3,2,7,0
BOS,BOS vs. ATL,2022-03-01,W,12,25,9,19,47.4,4,8,50.0,3,3,100.0,2,8,10,6,4,1,1,4,5,1
BKN,BKN @ TOR,2022-03-01,L,12,19,8,21,38.1,2,7,28.6,1,1,100.0,2,6,8,4,5,0,3,8,-9,0
ATL,ATL @ BOS,2022-03-01,L,12,20,7,19,36.8,1,8,12.5,5,8,62.5,4,7,11,5,2,2,1,5,-5,0
TOR,TOR @ BKN,2022-02-28,W,12,33,14,25,56.0,5,11,45.5,0,4,0.0,2,11,13,12,2,3,2,4,5,0
SAS,SAS @ MEM,2022-02-28,L,12,20,8,20,40.0,1,6,16.7,3,4,75.0,3,4,7,6,5,4,1,7,-2,0
SAC,SAC @ OKC,2022-02-28,W,12,32,13,24,54.2,4,8,50.0,2,2,100.0,3,11,14,7,5,3,0,8,12,0
ORL,ORL vs. IND,2022-02-28,W,12,29,11,26,42.3,5,11,45.5,2,2,100.0,2,6,8,8,1,3,0,5,1,1
OKC,OKC vs. SAC,2022-02-28,L,12,20,5,16,31.3,3,10,30.0,7,10,70.0,0,7,7,4,6,3,2,4,-12,1
MIN,MIN @ CLE,2022-02-28,W,12,26,8,18,44.4,3,8,37.5,7,10,70.0,0,5,5,4,2,3,3,9,-8,0
MIL,MIL vs. CHA,2022-02-28,W,12,22,6,18,33.3,2,6,33.3,8,13,61.5,4,8,12,3,4,1,1,9,-8,1
MIA,MIA vs. CHI,2022-02-28,W,12,21,8,16,50.0,3,7,42.9,2,3,66.7,1,5,6,6,7,1,1,4,-11,1
MEM,MEM vs. SAS,2022-02-28,W,12,22,9,19,47.4,0,6,0.0,4,7,57.1,5,8,13,4,6,2,0,5,2,1
IND,IND @ ORL,2022-02-28,L,12,28,10,18,55.6,3,7,42.9,5,8,62.5,2,11,13,3,5,0,3,2,-1,0
CLE,CLE vs. MIN,2022-02-28,L,12,34,10,20,50.0,4,10,40.0,10,12,83.3,4,11,15,7,6,1,1,7,8,1
CHI,CHI @ MIA,2022-02-28,L,12,32,14,21,66.7,4,8,50.0,0,0,0.0,0,6,6,8,4,4,1,6,11,0
CHA,CHA @ MIL,2022-02-28,L,12,30,10,21,47.6,3,9,33.3,7,14,50.0,5,9,14,6,4,2,0,7,8,0
BKN,BKN vs. TOR,2022-02-28,L,12,28,11,26,42.3,3,8,37.5,3,5,60.0,3,12,15,6,4,2,1,4,-5,1
UTA,UTA @ PHX,2022-02-27,W,12,24,8,19,42.1,3,10,30.0,5,8,62.5,3,8,11,4,2,1,3,3,-1,0
POR,POR vs. DEN,2022-02-27,L,12,22,8,21,38.1,2,10,20.0,4,6,66.7,1,9,10,6,5,2,1,9,-16,1
PHX,PHX vs. UTA,2022-02-27,L,12,25,10,23,43.5,5,7,71.4,0,0,0.0,2,6,8,7,2,1,1,6,1,1
PHI,PHI @ NYK,2022-02-27,W,12,34,9,18,50.0,4,9,44.4,12,12,100.0,2,13,15,8,0,0,2,3,14,0
NYK,NYK vs. PHI,2022-02-27,L,12,20,9,25,36.0,1,9,11.1,1,1,100.0,2,7,9,5,1,0,1,7,-14,1
NOP,NOP @ LAL,2022-02-27,W,12,28,10,22,45.5,6,11,54.5,2,4,50.0,5,8,13,10,5,1,0,4,-2,0
LAL,LAL vs. NOP,2022-02-27,L,12,30,11,20,55.0,4,12,33.3,4,5,80.0,1,6,7,7,2,3,3,3,2,1
LAC,LAC @ HOU,2022-02-27,W,12,25,8,18,44.4,4,7,57.1,5,8,62.5,4,14,18,4,4,1,3,5,7,0
IND,IND vs. BOS,2022-02-27,W,12,35,15,24,62.5,3,7,42.9,2,2,100.0,3,8,11,8,1,2,1,5,10,1
HOU,HOU vs. LAC,2022-02-27,L,12,18,5,21,23.8,4,12,33.3,4,7,57.1,2,5,7,4,3,3,0,6,-7,1
GSW,GSW vs. DAL,2022-02-27,L,12,13,5,21,23.8,2,11,18.2,1,2,50.0,3,6,9,4,4,2,0,8,-20,1
DET,DET @ CHA,2022-02-27,W,12,34,12,27,44.4,5,10,50.0,5,6,83.3,6,6,12,7,2,0,1,7,2,0
DEN,DEN @ POR,2022-02-27,W,12,38,13,23,56.5,5,12,41.7,7,11,63.6,3,11,14,8,3,2,1,5,16,0
DAL,DAL @ GSW,2022-02-27,W,12,33,12,19,63.2,3,7,42.9,6,7,85.7,1,12,13,6,3,0,1,4,20,0
CHA,CHA vs. DET,2022-02-27,L,12,32,9,19,47.4,4,7,57.1,10,13,76.9,4,8,12,5,4,2,3,6,-2,1
BOS,BOS @ IND,2022-02-27,L,12,25,7,20,35.0,4,14,28.6,7,7,100.0,4,6,10,5,4,1,0,2,-10,0
WAS,WAS @ CLE,2022-02-26,L,12,16,8,23,34.8,0,4,0.0,0,0,0.0,4,8,12,1,2,1,1,9,-10,0
TOR,TOR @ ATL,2022-02-26,L,12,26,11,24,45.8,1,8,12.5,3,5,60.0,5,11,16,7,5,1,1,4,3,0
SAS,SAS @ MIA,2022-02-26,L,12,32,13,30,43.3,5,13,38.5,1,1,100.0,5,10,15,7,4,2,1,7,-2,0
SAC,SAC @ DEN,2022-02-26,L,12,25,9,25,36.0,0,7,0.0,7,10,70.0,5,10,15,4,2,0,1,7,-5,0
MIL,MIL vs. BKN,2022-02-26,L,12,30,8,17,47.1,3,9,33.3,11,19,57.9,0,14,14,5,4,0,0,12,0,1
MIA,MIA vs. SAS,2022-02-26,W,12,34,13,22,59.1,4,9,44.4,4,9,44.4,0,12,12,7,3,4,1,1,2,1
MEM,MEM @ CHI,2022-02-26,W,12,23,7,23,30.4,1,5,20.0,8,9,88.9,6,8,14,4,1,0,2,7,-8,0
DET,DET vs. BOS,2022-02-26,L,12,22,8,21,38.1,1,8,12.5,5,6,83.3,4,4,8,2,5,2,1,6,-13,1
DEN,DEN vs. SAC,2022-02-26,W,12,30,10,20,50.0,5,12,41.7,5,8,62.5,0,10,10,8,1,0,0,6,5,1
CLE,CLE vs. WAS,2022-02-26,W,12,26,8,19,42.1,3,7,42.9,7,10,70.0,2,11,13,6,2,1,1,1,10,1
CHI,CHI vs. MEM,2022-02-26,L,12,31,10,20,50.0,2,4,50.0,9,11,81.8,1,10,11,4,0,1,1,6,8,1
BOS,BOS @ DET,2022-02-26,W,12,35,12,19,63.2,4,7,57.1,7,7,100.0,2,8,10,11,3,3,0,7,13,0
BKN,BKN @ MIL,2022-02-26,W,12,30,6,19,31.6,2,9,22.2,16,21,76.2,2,9,11,2,1,1,2,10,0,0
ATL,ATL vs. TOR,2022-02-26,W,12,23,10,21,47.6,3,9,33.3,0,0,0.0,0,8,8,6,2,5,1,5,-3,1
WAS,WAS vs. SAS,2022-02-25,L,12,30,10,23,43.5,2,7,28.6,8,9,88.9,7,7,14,3,4,2,0,8,1,1
UTA,UTA vs. DAL,2022-02-25,W,12,25,9,21,42.9,3,10,30.0,4,5,80.0,3,10,13,5,2,0,2,3,2,1
TOR,TOR @ CHA,2022-02-25,L,12,32,11,20,55.0,2,9,22.2,8,14,57.1,3,7,10,8,3,3,1,2,4,0
SAS,SAS @ WAS,2022-02-25,W,12,29,9,18,50.0,1,5,20.0,10,14,71.4,3,6,9,3,3,2,0,6,-1,0
PHX,PHX vs. NOP,2022-02-25,L,12,21,9,22,40.9,2,11,18.2,1,2,50.0,2,10,12,6,2,1,3,5,-1,1
PHI,PHI @ MIN,2022-02-25,W,12,41,15,21,71.4,8,9,88.9,3,4,75.0,1,8,9,11,3,2,0,7,13,0
ORL,ORL vs. HOU,2022-02-25,W,12,33,11,16,68.8,3,6,50.0,8,8,100.0,1,10,11,5,4,1,0,5,5,1
OKC,OKC @ IND,2022-02-25,W,12,31,12,20,60.0,3,8,37.5,4,8,50.0,0,8,8,7,0,2,1,4,1,0
NYK,NYK vs. MIA,2022-02-25,L,12,15,3,12,25.0,2,8,25.0,7,10,70.0,2,12,14,2,9,1,0,6,-10,1
NOP,NOP @ PHX,2022-02-25,W,12,22,8,24,33.3,2,9,22.2,4,5,80.0,5,10,15,4,1,2,0,4,1,0
MIN,MIN vs. PHI,2022-02-25,L,12,28,10,19,52.6,3,9,33.3,5,6,83.3,1,5,6,8,3,0,0,5,-13,1
MIA,MIA @ NYK,2022-02-25,W,12,25,9,23,39.1,2,10,20.0,5,6,83.3,2,9,11,3,2,7,1,7,10,0
LAL,LAL vs. LAC,2022-02-25,L,12,24,8,21,38.1,3,8,37.5,5,6,83.3,2,4,6,4,2,2,1,6,-9,1
LAC,LAC @ LAL,2022-02-25,W,12,33,11,14,78.6,3,3,100.0,8,11,72.7,0,10,10,6,4,2,2,5,9,0
IND,IND vs. OKC,2022-02-25,L,12,30,11,22,50.0,5,9,55.6,3,5,60.0,4,9,13,6,5,0,1,6,-1,1
HOU,HOU @ ORL,2022-02-25,L,12,28,11,24,45.8,3,12,25.0,3,4,75.0,3,3,6,5,1,2,1,7,-5,0
DAL,DAL @ UTA,2022-02-25,L,12,23,9,23,39.1,5,11,45.5,0,0,0.0,2,7,9,2,2,0,2,4,-2,0
CHA,CHA vs. TOR,2022-02-25,W,12,28,12,23,52.2,2,9,22.2,2,2,100.0,4,7,11,7,6,2,0,8,-4,1
SAC,SAC vs. DEN,2022-02-24,L,12,23,9,18,50.0,1,6,16.7,4,4,100.0,1,3,4,6,3,1,2,9,-13,1
POR,POR vs. GSW,2022-02-24,L,12,22,7,18,38.9,1,8,12.5,7,7,100.0,1,7,8,1,6,1,2,8,-10,1
PHX,PHX @ OKC,2022-02-24,W,12,39,14,19,73.7,6,9,66.7,5,5,100.0,0,10,10,9,3,1,2,1,12,0
OKC,OKC vs. PHX,2022-02-24,L,12,27,12,24,50.0,3,11,27.3,0,0,0.0,2,5,7,9,1,1,1,5,-12,1
MIN,MIN vs. MEM,2022-02-24,W,12,35,11,22,50.0,4,9,44.4,9,9,100.0,3,6,9,5,0,0,4,9,4,1
MEM,MEM @ MIN,2022-02-24,L,12,31,10,23,43.5,1,7,14.3,10,15,66.7,6,7,13,5,2,0,1,8,-4,0
GSW,GSW @ POR,2022-02-24,W,12,32,11,21,52.4,3,10,30.0,7,8,87.5,1,9,10,9,2,3,1,6,10,0
DET,DET vs. CLE,2022-02-24,W,12,26,8,18,44.4,3,7,42.9,7,8,87.5,1,9,10,5,2,4,0,6,5,1
DEN,DEN @ SAC,2022-02-24,W,12,36,11,16,68.8,4,6,66.7,10,12,83.3,2,7,9,4,3,2,0,7,13,0
CLE,CLE @ DET,2022-02-24,L,12,21,7,20,35.0,3,10,30.0,4,6,66.7,5,9,14,4,4,0,3,6,-5,0
CHI,CHI vs. ATL,2022-02-24,W,12,30,12,20,60.0,1,3,33.3,5,7,71.4,2,6,8,3,2,1,4,6,4,1
BOS,BOS @ BKN,2022-02-24,W,12,32,12,20,60.0,4,10,40.0,4,7,57.1,1,9,10,8,5,3,0,8,0,0
BKN,BKN vs. BOS,2022-02-24,L,12,32,11,20,55.0,1,2,50.0,9,12,75.0,1,7,8,7,3,3,0,5,0,1
ATL,ATL @ CHI,2022-02-24,L,12,26,11,24,45.8,1,6,16.7,3,4,75.0,3,4,7,3,3,0,1,4,-4,0
WAS,WAS @ BKN,2022-02-17,W,12,39,16,18,88.9,6,7,85.7,1,2,50.0,1,5,6,10,3,4,2,9,14,0
PHI,PHI @ MIL,2022-02-17,W,12,23,6,19,31.6,2,7,28.6,9,12,75.0,1,11,12,3,5,1,0,5,-4,0
NOP,NOP vs. DAL,2022-02-17,L,12,37,13,21,61.9,5,9,55.6,6,9,66.7,4,12,16,6,4,2,0,4,17,1
MIL,MIL vs. PHI,2022-02-17,L,12,27,10,25,40.0,3,14,21.4,4,4,100.0,1,12,13,4,3,2,0,9,4,1
MIA,MIA @ CHA,2022-02-17,W,12,23,8,24,33.3,3,11,27.3,4,7,57.1,4,8,12,5,0,0,1,3,7,0
LAC,LAC vs. HOU,2022-02-17,W,12,35,12,21,57.1,3,7,42.9,8,11,72.7,1,9,10,7,2,5,2,6,3,1
HOU,HOU @ LAC,2022-02-17,L,12,32,11,23,47.8,4,10,40.0,6,8,75.0,5,8,13,9,6,0,0,7,-3,0
DAL,DAL @ NOP,2022-02-17,W,12,20,7,21,33.3,3,9,33.3,3,6,50.0,2,7,9,3,2,2,0,8,-17,0
CHA,CHA vs. MIA,2022-02-17,L,12,16,7,20,35.0,0,5,0.0,2,3,66.7,3,11,14,6,3,0,1,8,-7,1
BKN,BKN vs. WAS,2022-02-17,L,12,25,8,21,38.1,3,12,25.0,6,7,85.7,4,2,6,3,4,2,0,4,-14,1
WAS,WAS @ IND,2022-02-16,L,12,32,13,28,46.4,4,12,33.3,2,2,100.0,6,8,14,7,2,0,3,8,3,0
UTA,UTA @ LAL,2022-02-16,L,12,22,8,19,42.1,2,8,25.0,4,4,100.0,2,7,9,5,4,3,0,7,-13,0
TOR,TOR @ MIN,2022-02-16,W,12,31,8,21,38.1,4,7,57.1,11,11,100.0,5,15,20,7,4,1,2,7,14,0
SAS,SAS @ OKC,2022-02-16,W,12,25,9,22,40.9,1,6,16.7,6,8,75.0,5,9,14,4,5,0,3,3,0,0
SAC,SAC @ CHI,2022-02-16,L,12,30,13,26,50.0,2,8,25.0,2,2,100.0,3,7,10,7,3,3,2,7,-5,0
POR,POR @ MEM,2022-02-16,W,12,29,9,19,47.4,1,5,20.0,10,13,76.9,3,6,9,3,4,2,0,9,0,0
PHX,PHX vs. HOU,2022-02-16,W,12,35,12,20,60.0,3,8,37.5,8,10,80.0,3,11,14,7,3,1,1,3,9,1
ORL,ORL vs. ATL,2022-02-16,L,12,27,10,28,35.7,2,8,25.0,5,5,100.0,6,7,13,6,2,2,1,2,1,1
OKC,OKC vs. SAS,2022-02-16,L,12,25,9,24,37.5,3,7,42.9,4,4,100.0,3,8,11,4,2,2,2,7,0,1
NYK,NYK vs. BKN,2022-02-16,L,12,19,8,26,30.8,1,11,9.1,2,2,100.0,5,3,8,7,1,1,2,6,-19,1
MIN,MIN vs. TOR,2022-02-16,L,12,17,5,24,20.8,2,16,12.5,5,6,83.3,2,8,10,4,3,2,2,6,-14,1
MEM,MEM vs. POR,2022-02-16,L,12,29,8,17,47.1,2,8,25.0,11,12,91.7,2,6,8,1,4,3,1,8,0,1
LAL,LAL vs. UTA,2022-02-16,W,12,35,12,23,52.2,4,9,44.4,7,11,63.6,5,9,14,6,3,3,0,5,13,1
IND,IND vs. WAS,2022-02-16,W,12,29,9,21,42.9,0,3,0.0,11,13,84.6,2,8,10,5,1,1,0,4,-3,1
HOU,HOU @ PHX,2022-02-16,L,12,26,10,27,37.0,4,16,25.0,2,2,100.0,3,4,7,4,2,0,1,7,-9,0
GSW,GSW vs. DEN,2022-02-16,L,12,30,9,18,50.0,2,5,40.0,10,15,66.7,4,3,7,3,2,1,0,6,-9,1
DET,DET @ BOS,2022-02-16,W,12,28,12,22,54.5,4,7,57.1,0,0,0.0,5,8,13,8,6,1,1,4,0,0
DEN,DEN @ GSW,2022-02-16,W,12,39,13,22,59.1,6,10,60.0,7,10,70.0,4,8,12,9,2,1,0,10,9,0
CHI,CHI vs. SAC,2022-02-16,W,12,35,10,21,47.6,4,9,44.4,11,11,100.0,2,9,11,5,4,3,1,4,5,1
BOS,BOS vs. DET,2022-02-16,L,12,28,10,20,50.0,6,10,60.0,2,2,100.0,1,4,5,6,4,3,2,2,0,1
BKN,BKN @ NYK,2022-02-16,W,12,38,15,28,53.6,3,7,42.9,5,7,71.4,9,11,20,5,1,1,0,3,19,0
ATL,ATL @ ORL,2022-02-16,W,12,26,10,24,41.7,3,8,37.5,3,4,75.0,6,10,16,5,5,2,2,4,-1,0
PHX,PHX vs. LAC,2022-02-15,W,12,22,9,21,42.9,3,7,42.9,1,2,50.0,5,11,16,7,6,2,2,3,-2,1
PHI,PHI vs. BOS,2022-02-15,L,12,29,8,26,30.8,4,8,50.0,9,11,81.8,8,4,12,5,2,5,0,3,-5,1
NOP,NOP vs. MEM,2022-02-15,L,12,26,11,19,57.9,1,7,14.3,3,3,100.0,1,4,5,8,3,1,1,6,-2,1
MIN,MIN vs. CHA,2022-02-15,W,12,30,10,28,35.7,4,15,26.7,6,8,75.0,9,9,18,7,4,1,1,5,9,1
MIL,MIL vs. IND,2022-02-15,W,12,29,11,20,55.0,1,5,20.0,6,10,60.0,3,10,13,4,3,2,0,4,4,1
MIA,MIA vs. DAL,2022-02-15,L,12,21,6,16,37.5,0,3,0.0,9,12,75.0,3,7,10,2,4,1,0,7,-5,1
MEM,MEM @ NOP,2022-02-15,W,12,28,10,18,55.6,2,7,28.6,6,9,66.7,4,6,10,8,5,2,0,9,2,0
