TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
CHA,CHA @ MIL,2021-12-01,L,12,30,11,23,47.8,4,12,33.3,4,4,100.0,1,9,10,5,4,0,4,7,0,0
BOS,BOS vs. PHI,2021-12-01,W,12,24,7,19,36.8,2,4,50.0,8,8,100.0,1,7,8,2,1,1,2,6,0,1
ATL,ATL @ IND,2021-12-01,W,12,27,10,25,40.0,4,12,33.3,3,4,75.0,5,8,13,6,1,2,1,3,4,0
TOR,TOR vs. MEM,2021-11-30,L,12,24,9,22,40.9,3,11,27.3,3,4,75.0,1,7,8,4,5,3,5,7,-4,1
SAC,SAC vs. LAL,2021-11-30,L,12,18,6,16,37.5,0,5,0.0,6,7,85.7,1,5,6,3,4,1,2,3,-12,1
POR,POR vs. DET,2021-11-30,W,12,27,10,22,45.5,3,10,30.0,4,6,66.7,4,8,12,8,4,2,3,7,-3,1
PHX,PHX vs. GSW,2021-11-30,W,12,24,11,21,52.4,2,5,40.0,0,0,0.0,2,7,9,6,3,3,0,2,6,1
NYK,NYK @ BKN,2021-11-30,L,12,26,10,22,45.5,4,10,40.0,2,2,100.0,2,7,9,8,2,1,0,6,2,0
MEM,MEM @ TOR,2021-11-30,W,12,28,10,23,43.5,2,5,40.0,6,7,85.7,4,10,14,4,6,4,3,6,4,0
LAL,LAL @ SAC,2021-11-30,W,12,30,12,22,54.5,5,9,55.6,1,2,50.0,2,8,10,6,3,3,2,6,12,0
GSW,GSW @ PHX,2021-11-30,L,12,18,7,17,41.2,1,8,12.5,3,4,75.0,2,7,9,4,6,0,0,3,-6,0
DET,DET @ POR,2021-11-30,L,12,30,9,20,45.0,3,9,33.3,9,11,81.8,4,7,11,5,4,0,1,5,3,0
BKN,BKN vs. NYK,2021-11-30,W,12,24,8,17,47.1,1,5,20.0,7,9,77.8,2,6,8,7,2,2,2,4,-2,1
WAS,WAS @ SAS,2021-11-29,L,12,21,8,16,50.0,4,9,44.4,1,2,50.0,2,5,7,5,4,0,0,4,-11,0
UTA,UTA vs. POR,2021-11-29,W,12,35,10,20,50.0,4,12,33.3,11,15,73.3,3,12,15,6,1,0,1,7,12,1
SAS,SAS vs. WAS,2021-11-29,W,12,32,14,23,60.9,1,2,50.0,3,4,75.0,4,6,10,7,0,2,0,3,11,1
POR,POR @ UTA,2021-11-29,L,12,23,9,26,34.6,1,6,16.7,4,7,57.1,5,5,10,4,0,0,0,8,-12,0
PHI,PHI vs. ORL,2021-11-29,W,12,20,6,21,28.6,0,4,0.0,8,10,80.0,5,13,18,4,4,2,3,7,2,1
ORL,ORL @ PHI,2021-11-29,L,12,18,7,22,31.8,0,8,0.0,4,6,66.7,3,11,14,2,4,2,2,9,-2,0
OKC,OKC @ HOU,2021-11-29,L,12,29,7,17,41.2,2,11,18.2,13,13,100.0,0,7,7,6,2,2,3,3,-1,0
NOP,NOP @ LAC,2021-11-29,W,12,33,12,25,48.0,2,8,25.0,7,8,87.5,5,8,13,6,2,2,0,7,7,0
MIN,MIN vs. IND,2021-11-29,W,12,22,7,18,38.9,2,6,33.3,6,8,75.0,1,10,11,3,5,2,1,8,0,1
MIA,MIA vs. DEN,2021-11-29,L,12,33,12,18,66.7,7,11,63.6,2,3,66.7,2,7,9,8,4,0,0,3,8,1
LAC,LAC vs. NOP,2021-11-29,L,12,26,8,19,42.1,3,10,30.0,7,7,100.0,3,6,9,4,3,0,1,9,-7,1
IND,IND @ MIN,2021-11-29,L,12,22,8,21,38.1,1,8,12.5,5,6,83.3,1,9,10,6,3,1,1,4,0,0
HOU,HOU vs. OKC,2021-11-29,W,12,30,13,22,59.1,2,7,28.6,2,3,66.7,2,9,11,11,4,1,0,7,1,1
DEN,DEN @ MIA,2021-11-29,W,12,25,10,17,58.8,3,6,50.0,2,2,100.0,0,5,5,8,3,1,0,3,-8,0
DAL,DAL vs. CLE,2021-11-29,L,12,31,13,19,68.4,3,6,50.0,2,4,50.0,1,7,8,7,3,1,0,3,4,1
CLE,CLE @ DAL,2021-11-29,W,12,27,11,20,55.0,2,4,50.0,3,4,75.0,1,5,6,8,3,2,1,6,-4,0
CHI,CHI vs. CHA,2021-11-29,W,12,29,11,21,52.4,3,6,50.0,4,5,80.0,1,7,8,6,4,1,2,6,-5,1
CHA,CHA @ CHI,2021-11-29,L,12,34,13,23,56.5,3,7,42.9,5,6,83.3,1,8,9,5,1,3,4,3,5,0
TOR,TOR vs. BOS,2021-11-28,L,12,21,8,22,36.4,1,7,14.3,4,4,100.0,4,7,11,4,2,1,2,3,-8,1
SAC,SAC @ MEM,2021-11-28,L,12,27,9,21,42.9,3,9,33.3,6,8,75.0,1,10,11,5,2,2,2,1,5,0
MIL,MIL @ IND,2021-11-28,W,12,27,10,22,45.5,3,12,25.0,4,5,80.0,4,8,12,3,4,1,1,3,1,0
MEM,MEM vs. SAC,2021-11-28,W,12,22,9,24,37.5,3,11,27.3,1,2,50.0,4,11,15,5,4,0,4,6,-5,1
LAL,LAL vs. DET,2021-11-28,W,12,27,11,23,47.8,1,9,11.1,4,8,50.0,1,10,11,9,2,1,2,5,-9,1
LAC,LAC vs. GSW,2021-11-28,L,12,22,9,21,42.9,3,7,42.9,1,3,33.3,3,6,9,5,4,1,1,4,-8,1
IND,IND vs. MIL,2021-11-28,L,12,26,11,23,47.8,1,8,12.5,3,5,60.0,4,9,13,6,2,2,0,5,-1,1
GSW,GSW @ LAC,2021-11-28,W,12,30,12,21,57.1,6,10,60.0,0,2,0.0,3,7,10,6,5,2,0,8,8,0
DET,DET @ LAL,2021-11-28,L,12,36,12,27,44.4,5,15,33.3,7,7,100.0,4,15,19,11,1,2,1,6,9,0
BOS,BOS @ TOR,2021-11-28,W,12,29,11,24,45.8,2,5,40.0,5,5,100.0,4,10,14,7,2,1,1,5,8,0
WAS,WAS @ DAL,2021-11-27,W,12,29,10,16,62.5,3,6,50.0,6,9,66.7,2,13,15,8,4,1,2,4,8,0
UTA,UTA vs. NOP,2021-11-27,W,12,31,11,18,61.1,5,8,62.5,4,8,50.0,1,7,8,5,5,4,0,8,-7,1
PHX,PHX @ BKN,2021-11-27,W,12,23,5,16,31.3,1,3,33.3,12,14,85.7,2,7,9,4,6,0,0,5,-12,0
PHI,PHI vs. MIN,2021-11-27,L,12,30,10,22,45.5,3,3,100.0,7,9,77.8,4,6,10,6,3,3,0,5,2,1
ORL,ORL @ CLE,2021-11-27,L,12,23,7,22,31.8,0,11,0.0,9,13,69.2,4,10,14,4,1,3,2,3,-4,0
NYK,NYK @ ATL,2021-11-27,W,12,14,3,19,15.8,2,6,33.3,6,9,66.7,3,12,15,3,3,0,0,3,-2,0
NOP,NOP @ UTA,2021-11-27,L,12,38,13,25,52.0,7,11,63.6,5,8,62.5,5,9,14,10,5,2,0,6,7,0
MIN,MIN @ PHI,2021-11-27,W,12,28,11,21,52.4,5,10,50.0,1,1,100.0,3,7,10,4,5,2,2,7,-2,0
MIA,MIA @ CHI,2021-11-27,W,12,35,10,19,52.6,7,13,53.8,8,9,88.9,1,8,9,7,3,3,0,5,5,0
HOU,HOU vs. CHA,2021-11-27,W,12,25,8,21,38.1,4,14,28.6,5,7,71.4,2,6,8,5,4,1,2,5,-11,1
DAL,DAL vs. WAS,2021-11-27,L,12,21,7,23,30.4,4,12,33.3,3,3,100.0,2,5,7,4,1,1,1,7,-8,1
CLE,CLE vs. ORL,2021-11-27,W,12,27,10,20,50.0,5,9,55.6,2,3,66.7,0,11,11,7,4,0,1,9,4,1
CHI,CHI vs. MIA,2021-11-27,L,12,30,11,24,45.8,3,12,25.0,5,5,100.0,3,8,11,5,5,2,0,7,-5,1
CHA,CHA @ HOU,2021-11-27,L,12,36,13,26,50.0,5,11,45.5,5,7,71.4,5,8,13,6,1,2,3,5,11,0
BKN,BKN vs. PHX,2021-11-27,L,12,35,13,25,52.0,2,7,28.6,7,8,87.5,4,9,13,5,2,4,2,8,12,1
ATL,ATL vs. NYK,2021-11-27,L,12,16,7,24,29.2,1,9,11.1,1,2,50.0,4,13,17,6,1,3,3,7,2,1
WAS,WAS @ OKC,2021-11-26,W,12,25,9,17,52.9,2,7,28.6,5,5,100.0,1,8,9,3,5,0,2,6,-6,0
UTA,UTA vs. NOP,2021-11-26,L,12,22,8,19,42.1,3,9,33.3,3,4,75.0,0,7,7,4,4,2,1,7,-4,1
TOR,TOR @ IND,2021-11-26,L,12,16,6,23,26.1,0,7,0.0,4,7,57.1,5,5,10,4,4,4,1,5,-6,0
SAS,SAS vs. BOS,2021-11-26,W,12,26,9,20,45.0,0,3,0.0,8,10,80.0,2,9,11,5,0,2,2,4,1,1
SAC,SAC @ LAL,2021-11-26,W,12,27,10,20,50.0,3,10,30.0,4,5,80.0,2,9,11,7,3,2,0,3,5,0
POR,POR @ GSW,2021-11-26,L,12,33,10,19,52.6,6,8,75.0,7,9,77.8,1,7,8,7,1,1,1,2,6,0
PHX,PHX @ NYK,2021-11-26,W,12,30,9,15,60.0,3,4,75.0,9,12,75.0,0,9,9,7,5,2,0,4,4,0
ORL,ORL vs. CHI,2021-11-26,L,12,19,5,19,26.3,2,11,18.2,7,10,70.0,0,4,4,3,4,3,0,5,-14,1
OKC,OKC vs. WAS,2021-11-26,L,12,31,11,24,45.8,5,11,45.5,4,5,80.0,2,6,8,8,2,3,1,5,6,1
NYK,NYK vs. PHX,2021-11-26,L,12,26,10,26,38.5,4,15,26.7,2,4,50.0,5,8,13,5,2,3,0,8,-4,1
NOP,NOP @ UTA,2021-11-26,W,12,26,10,21,47.6,2,5,40.0,4,4,100.0,1,9,10,8,4,1,1,7,4,0
MIN,MIN @ CHA,2021-11-26,L,12,32,14,26,53.8,2,7,28.6,2,4,50.0,5,6,11,7,3,2,2,6,-2,0
MIL,MIL @ DEN,2021-11-26,W,12,30,11,17,64.7,4,6,66.7,4,6,66.7,3,6,9,5,8,1,0,6,-6,0
MEM,MEM vs. ATL,2021-11-26,L,12,34,13,19,68.4,5,9,55.6,3,7,42.9,1,9,10,11,3,1,1,5,7,1
LAL,LAL vs. SAC,2021-11-26,L,12,22,9,20,45.0,4,10,40.0,0,0,0.0,1,4,5,7,2,1,1,4,-5,1
LAC,LAC vs. DET,2021-11-26,W,12,25,11,21,52.4,2,8,25.0,1,1,100.0,1,6,7,7,5,2,0,12,-9,1
IND,IND vs. TOR,2021-11-26,W,12,22,8,22,36.4,4,11,36.4,2,3,66.7,8,13,21,6,7,4,0,6,6,1
GSW,GSW vs. POR,2021-11-26,W,12,27,10,20,50.0,4,13,30.8,3,4,75.0,3,5,8,7,2,0,2,5,-6,1
DET,DET @ LAC,2021-11-26,L,12,34,11,23,47.8,1,6,16.7,11,13,84.6,6,9,15,3,3,2,2,3,9,0
DEN,DEN vs. MIL,2021-11-26,L,12,36,13,21,61.9,6,12,50.0,4,4,100.0,1,3,4,10,2,3,1,3,6,1
CHI,CHI @ ORL,2021-11-26,W,12,33,14,19,73.7,4,6,66.7,1,1,100.0,1,13,14,9,6,1,0,9,14,0
CHA,CHA vs. MIN,2021-11-26,W,12,34,12,19,63.2,5,7,71.4,5,5,100.0,0,8,8,5,4,2,1,5,2,1
BOS,BOS @ SAS,2021-11-26,L,12,25,9,20,45.0,3,7,42.9,4,6,66.7,3,10,13,5,2,0,3,6,-1,0
ATL,ATL @ MEM,2021-11-26,W,12,27,11,22,50.0,4,12,33.3,1,2,50.0,3,8,11,7,3,3,0,4,-7,0
WAS,WAS @ NOP,2021-11-24,L,12,29,8,20,40.0,3,9,33.3,10,13,76.9,2,7,9,6,2,2,1,6,-3,0
UTA,UTA @ OKC,2021-11-24,W,12,29,11,21,52.4,4,10,40.0,3,4,75.0,3,8,11,4,2,1,0,4,5,0
TOR,TOR @ MEM,2021-11-24,W,12,35,11,19,57.9,4,4,100.0,9,10,90.0,2,10,12,5,2,2,2,4,14,0
SAS,SAS vs. ATL,2021-11-24,L,12,23,10,23,43.5,1,8,12.5,2,2,100.0,1,9,10,7,2,1,0,4,2,1
SAC,SAC vs. POR,2021-11-24,W,12,32,11,19,57.9,4,8,50.0,6,10,60.0,4,5,9,5,4,1,0,8,3,1
POR,POR @ SAC,2021-11-24,L,12,29,9,22,40.9,4,10,40.0,7,9,77.8,5,5,10,5,5,1,1,9,-3,0
PHX,PHX @ CLE,2021-11-24,W,12,33,11,18,61.1,1,3,33.3,10,13,76.9,1,9,10,7,2,1,1,9,4,0
PHI,PHI @ GSW,2021-11-24,L,12,12,4,19,21.1,1,8,12.5,3,4,75.0,3,8,11,3,6,0,1,7,-18,0
ORL,ORL vs. CHA,2021-11-24,L,12,22,8,19,42.1,2,7,28.6,4,5,80.0,2,5,7,6,4,2,0,4,-2,1
OKC,OKC vs. UTA,2021-11-24,L,12,24,8,20,40.0,4,12,33.3,4,4,100.0,3,8,11,6,2,1,0,7,-5,1
NOP,NOP vs. WAS,2021-11-24,W,12,32,10,23,43.5,6,10,60.0,6,9,66.7,3,11,14,10,4,2,1,9,3,1
MIN,MIN vs. MIA,2021-11-24,W,12,27,10,24,41.7,5,15,33.3,2,2,100.0,3,10,13,7,5,3,4,5,8,1
MIL,MIL vs. DET,2021-11-24,W,12,26,10,19,52.6,4,9,44.4,2,2,100.0,0,12,12,7,6,2,3,8,7,1
MIA,MIA @ MIN,2021-11-24,L,12,19,8,18,44.4,3,7,42.9,0,0,0.0,0,11,11,4,8,0,1,5,-8,0
MEM,MEM vs. TOR,2021-11-24,L,12,21,7,21,33.3,3,8,37.5,4,5,80.0,1,6,7,4,3,1,2,6,-14,1
LAL,LAL @ IND,2021-11-24,W,12,30,8,23,34.8,6,12,50.0,8,8,100.0,1,8,9,6,2,2,0,5,2,0
IND,IND vs. LAL,2021-11-24,L,12,28,7,22,31.8,4,10,40.0,10,10,100.0,4,13,17,5,5,1,3,6,-2,1
HOU,HOU vs. CHI,2021-11-24,W,12,28,7,19,36.8,5,10,50.0,9,12,75.0,1,8,9,5,6,2,1,3,-3,1
GSW,GSW vs. PHI,2021-11-24,W,12,30,12,23,52.2,3,11,27.3,3,3,100.0,1,12,13,10,1,2,2,5,18,1
DET,DET @ MIL,2021-11-24,L,12,19,7,24,29.2,1,10,10.0,4,7,57.1,1,9,10,2,2,3,0,4,-7,0
CLE,CLE vs. PHX,2021-11-24,L,12,29,10,23,43.5,3,12,25.0,6,10,60.0,3,7,10,5,2,1,0,9,-4,1
CHI,CHI @ HOU,2021-11-24,L,12,31,12,23,52.2,5,12,41.7,2,4,50.0,2,11,13,7,5,4,1,8,3,0
CHA,CHA @ ORL,2021-11-24,W,12,24,9,20,45.0,2,6,33.3,4,6,66.7,5,6,11,5,3,2,2,6,2,0
BOS,BOS vs. BKN,2021-11-24,L,12,28,9,23,39.1,2,11,18.2,8,9,88.9,5,8,13,7,3,2,1,8,2,1
BKN,BKN @ BOS,2021-11-24,W,12,26,10,22,45.5,3,12,25.0,3,4,75.0,5,8,13,5,5,1,1,8,-2,0
ATL,ATL @ SAS,2021-11-24,W,12,21,7,17,41.2,1,3,33.3,6,7,85.7,0,10,10,4,4,2,0,3,-2,0
POR,POR vs. DEN,2021-11-23,W,12,29,12,19,63.2,2,7,28.6,3,3,100.0,1,8,9,6,4,3,2,4,8,1
NYK,NYK vs. LAL,2021-11-23,W,12,23,8,20,40.0,4,6,66.7,3,4,75.0,3,12,15,3,4,2,0,5,4,1
MIA,MIA @ DET,2021-11-23,W,12,33,12,20,60.0,4,10,40.0,5,8,62.5,3,13,16,9,7,4,3,5,17,0
LAL,LAL @ NYK,2021-11-23,L,12,19,5,19,26.3,2,11,18.2,7,9,77.8,3,9,12,4,3,0,1,5,-4,0
LAC,LAC vs. DAL,2021-11-23,L,12,27,10,24,41.7,5,9,55.6,2,2,100.0,6,8,14,5,3,2,1,5,4,1
DET,DET vs. MIA,2021-11-23,L,12,16,6,20,30.0,0,7,0.0,4,5,80.0,1,4,5,5,6,3,0,7,-17,1
DEN,DEN @ POR,2021-11-23,L,12,21,8,18,44.4,3,10,30.0,2,3,66.7,1,6,7,5,6,4,0,2,-8,0
DAL,DAL @ LAC,2021-11-23,W,12,23,9,17,52.9,4,8,50.0,1,2,50.0,0,6,6,8,4,1,5,3,-4,0
WAS,WAS vs. CHA,2021-11-22,L,12,30,10,25,40.0,4,13,30.8,6,7,85.7,5,13,18,7,3,1,1,5,4,1
UTA,UTA vs. MEM,2021-11-22,L,12,22,7,20,35.0,5,13,38.5,3,5,60.0,2,9,11,5,4,1,3,6,-5,1
SAS,SAS vs. PHX,2021-11-22,L,12,36,16,24,66.7,2,8,25.0,2,3,66.7,1,8,9,9,1,1,2,4,11,1
SAC,SAC vs. PHI,2021-11-22,L,12,12,4,20,20.0,0,10,0.0,4,6,66.7,4,8,12,1,4,1,0,7,-13,1
PHX,PHX @ SAS,2021-11-22,W,12,25,11,24,45.8,1,6,16.7,2,3,66.7,5,8,13,5,4,0,0,5,-11,0
PHI,PHI @ SAC,2021-11-22,W,12,25,8,20,40.0,0,3,0.0,9,12,75.0,5,11,16,3,1,1,1,4,13,0
ORL,ORL @ MIL,2021-11-22,L,12,36,13,26,50.0,4,11,36.4,6,7,85.7,6,11,17,6,0,2,1,2,18,0
OKC,OKC @ ATL,2021-11-22,L,12,30,10,23,43.5,5,12,41.7,5,5,100.0,3,9,12,6,2,3,0,3,10,0
NOP,NOP vs. MIN,2021-11-22,L,12,27,11,22,50.0,2,10,20.0,3,4,75.0,2,9,11,7,4,1,1,3,6,1
MIN,MIN @ NOP,2021-11-22,W,12,21,8,23,34.8,3,9,33.3,2,4,50.0,4,7,11,3,3,2,2,5,-6,0
MIL,MIL vs. ORL,2021-11-22,W,12,18,6,20,30.0,2,8,25.0,4,4,100.0,3,8,11,4,4,0,1,6,-18,1
MEM,MEM @ UTA,2021-11-22,W,12,27,8,25,32.0,3,9,33.3,8,10,80.0,8,6,14,4,2,2,1,5,5,0
IND,IND @ CHI,2021-11-22,W,12,20,7,23,30.4,2,5,40.0,4,4,100.0,3,13,16,5,4,0,2,5,4,0
HOU,HOU @ BOS,2021-11-22,L,12,27,8,21,38.1,3,9,33.3,8,10,80.0,2,7,9,4,3,4,0,5,5,0
CLE,CLE vs. BKN,2021-11-22,L,12,30,11,27,40.7,4,12,33.3,4,5,80.0,4,7,11,9,2,2,0,7,-3,1
CHI,CHI vs. IND,2021-11-22,L,12,16,6,21,28.6,2,11,18.2,2,4,50.0,1,10,11,3,1,2,1,2,-4,1
CHA,CHA @ WAS,2021-11-22,W,12,26,9,21,42.9,3,6,50.0,5,8,62.5,0,8,8,3,1,2,2,5,-4,0
BOS,BOS vs. HOU,2021-11-22,W,12,22,10,25,40.0,2,10,20.0,0,1,0.0,5,10,15,6,7,3,1,7,-5,1
BKN,BKN @ CLE,2021-11-22,W,12,33,12,23,52.2,3,8,37.5,6,8,75.0,5,10,15,8,3,1,0,6,3,0
ATL,ATL vs. OKC,2021-11-22,W,12,20,6,15,40.0,3,7,42.9,5,5,100.0,0,9,9,2,6,1,1,5,-10,1
TOR,TOR @ GSW,2021-11-21,L,12,27,10,25,40.0,3,6,50.0,4,8,50.0,6,9,15,6,4,4,0,5,0,0
PHX,PHX vs. DEN,2021-11-21,W,12,26,10,25,40.0,2,12,16.7,4,4,100.0,6,14,20,7,4,3,1,5,7,1
NYK,NYK @ CHI,2021-11-21,L,12,29,11,24,45.8,3,7,42.9,4,5,80.0,6,7,13,7,4,0,2,10,-8,0
LAL,LAL @ DET,2021-11-21,W,12,37,16,24,66.7,3,7,42.9,2,4,50.0,2,10,12,10,2,4,5,8,20,0
LAC,LAC vs. DAL,2021-11-21,W,12,26,9,16,56.3,2,6,33.3,6,8,75.0,2,7,9,3,3,1,0,5,-3,1
GSW,GSW vs. TOR,2021-11-21,W,12,27,9,18,50.0,5,11,45.5,4,4,100.0,0,8,8,9,5,1,1,7,0,1
DET,DET vs. LAL,2021-11-21,L,12,17,3,18,16.7,1,6,16.7,10,12,83.3,3,6,9,0,5,1,2,4,-20,1
DEN,DEN @ PHX,2021-11-21,L,12,19,5,23,21.7,3,14,21.4,6,6,100.0,3,8,11,3,3,1,1,5,-7,0
DAL,DAL @ LAC,2021-11-21,L,12,29,10,18,55.6,2,6,33.3,7,7,100.0,1,6,7,7,2,1,1,8,3,0
CHI,CHI vs. NYK,2021-11-21,W,12,37,10,18,55.6,5,8,62.5,12,14,85.7,1,7,8,7,0,1,0,5,8,1
WAS,WAS vs. MIA,2021-11-20,W,12,32,11,15,73.3,5,9,55.6,5,7,71.4,1,5,6,8,5,1,0,5,7,1
UTA,UTA @ SAC,2021-11-20,W,12,39,16,23,69.6,3,8,37.5,4,4,100.0,3,9,12,6,2,2,0,3,14,0
SAC,SAC vs. UTA,2021-11-20,L,12,25,10,21,47.6,4,11,36.4,1,3,33.3,0,4,4,7,4,1,0,4,-14,1
POR,POR vs. PHI,2021-11-20,W,12,32,11,19,57.9,3,8,37.5,7,7,100.0,1,8,9,8,5,1,2,6,-1,1
PHI,PHI @ POR,2021-11-20,L,12,33,12,21,57.1,3,6,50.0,6,6,100.0,0,5,5,5,2,3,0,7,1,0
ORL,ORL @ MIL,2021-11-20,L,12,37,13,29,44.8,7,18,38.9,4,4,100.0,1,8,9,8,0,2,0,7,16,0
OKC,OKC @ BOS,2021-11-20,L,12,31,11,28,39.3,5,10,50.0,4,7,57.1,9,10,19,5,3,2,0,5,9,0
NYK,NYK vs. HOU,2021-11-20,W,12,34,9,17,52.9,6,11,54.5,10,12,83.3,2,9,11,6,5,4,4,6,8,1
NOP,NOP @ IND,2021-11-20,L,12,30,10,23,43.5,1,6,16.7,9,10,90.0,3,15,18,5,1,2,1,2,15,0
MIN,MIN vs. MEM,2021-11-20,W,12,25,9,21,42.9,2,10,20.0,5,7,71.4,4,10,14,5,4,2,0,4,1,1
MIL,MIL vs. ORL,2021-11-20,W,12,21,5,16,31.3,2,7,28.6,9,14,64.3,2,12,14,4,6,0,1,6,-16,1
MIA,MIA @ WAS,2021-11-20,L,12,25,10,17,58.8,0,4,0.0,5,6,83.3,0,4,4,6,3,2,0,9,-7,0
MEM,MEM @ MIN,2021-11-20,L,12,24,9,25,36.0,2,11,18.2,4,4,100.0,3,8,11,6,3,3,1,5,-1,0
IND,IND vs. NOP,2021-11-20,W,12,15,6,21,28.6,0,6,0.0,3,4,75.0,1,10,11,0,3,0,4,5,-15,1
HOU,HOU @ NYK,2021-11-20,L,12,26,11,24,45.8,2,10,20.0,2,4,50.0,5,5,10,4,5,2,2,8,-8,0
CHA,CHA @ ATL,2021-11-20,L,12,28,12,26,46.2,0,10,0.0,4,6,66.7,5,9,14,5,3,3,1,4,2,0
BOS,BOS vs. OKC,2021-11-20,W,12,22,7,20,35.0,2,9,22.2,6,6,100.0,3,8,11,3,4,1,5,5,-9,1
ATL,ATL vs. CHA,2021-11-20,W,12,26,10,21,47.6,3,8,37.5,3,4,75.0,2,9,11,4,4,3,1,5,-2,1
TOR,TOR @ SAC,2021-11-19,W,12,12,4,18,22.2,1,6,16.7,3,4,75.0,4,6,10,3,2,1,2,4,-11,0
SAC,SAC vs. TOR,2021-11-19,L,12,23,8,23,34.8,4,13,30.8,3,5,60.0,7,10,17,4,3,0,0,3,11,1
PHX,PHX vs. DAL,2021-11-19,W,12,33,13,20,65.0,5,7,71.4,2,4,50.0,3,12,15,9,6,3,2,6,13,1
ORL,ORL @ BKN,2021-11-19,L,12,30,10,23,43.5,3,10,30.0,7,9,77.8,3,9,12,5,2,2,1,8,5,0
OKC,OKC @ MIL,2021-11-19,L,12,21,7,23,30.4,5,16,31.3,2,5,40.0,1,12,13,6,2,3,1,6,5,0
NOP,NOP vs. LAC,2021-11-19,W,12,22,9,19,47.4,2,5,40.0,2,4,50.0,3,14,17,5,2,2,0,2,10,1
MIL,MIL vs. OKC,2021-11-19,W,12,16,5,19,26.3,2,7,28.6,4,7,57.1,2,15,17,4,8,2,1,4,-5,1
LAL,LAL @ BOS,2021-11-19,L,12,26,10,25,40.0,3,9,33.3,3,6,50.0,2,8,10,5,2,0,1,11,-11,0
LAC,LAC @ NOP,2021-11-19,L,12,12,5,23,21.7,2,11,18.2,0,0,0.0,4,7,11,2,2,2,1,5,-10,0
IND,IND @ CHA,2021-11-19,L,12,33,12,25,48.0,3,9,33.3,6,10,60.0,3,7,10,5,2,5,2,6,10,0
GSW,GSW @ DET,2021-11-19,W,12,19,7,16,43.8,1,1,100.0,4,6,66.7,0,6,6,4,5,1,0,10,-13,0
DET,DET vs. GSW,2021-11-19,L,12,32,8,18,44.4,2,8,25.0,14,15,93.3,4,7,11,5,2,2,3,5,13,1
DEN,DEN vs. CHI,2021-11-19,L,12,30,11,20,55.0,5,12,41.7,3,4,75.0,1,7,8,7,5,2,1,9,4,1
DAL,DAL @ PHX,2021-11-19,L,12,20,6,21,28.6,3,9,33.3,5,7,71.4,4,5,9,5,5,5,0,5,-13,0
CHI,CHI @ DEN,2021-11-19,W,12,26,7,21,33.3,2,8,25.0,10,10,100.0,6,7,13,3,6,3,0,7,-4,0
CHA,CHA vs. IND,2021-11-19,W,12,23,9,20,45.0,1,6,16.7,4,5,80.0,2,10,12,6,9,1,3,11,-10,1
BOS,BOS vs. LAL,2021-11-19,W,12,37,10,21,47.6,3,8,37.5,14,20,70.0,4,14,18,6,2,2,1,5,11,1
BKN,BKN vs. ORL,2021-11-19,W,12,25,9,26,34.6,1,7,14.3,6,7,85.7,7,8,15,4,2,1,3,6,-5,1
WAS,WAS @ MIA,2021-11-18,L,12,27,11,21,52.4,5,12,41.7,0,0,0.0,1,8,9,9,3,0,2,4,-2,0
UTA,UTA vs. TOR,2021-11-18,W,12,27,9,20,45.0,6,13,46.2,3,4,75.0,4,11,15,6,8,1,3,6,4,1
TOR,TOR @ UTA,2021-11-18,L,12,23,8,27,29.6,3,10,30.0,4,4,100.0,5,5,10,6,2,3,1,2,-4,0
SAS,SAS @ MIN,2021-11-18,L,12,12,5,20,25.0,0,8,0.0,2,2,100.0,3,10,13,2,3,1,3,2,-10,0
PHI,PHI @ DEN,2021-11-18,W,12,16,7,17,41.2,0,5,0.0,2,6,33.3,1,12,13,1,5,1,1,4,-4,0
MIN,MIN vs. SAS,2021-11-18,W,12,22,9,25,36.0,4,13,30.8,0,0,0.0,5,10,15,7,2,1,3,3,10,1
MIA,MIA vs. WAS,2021-11-18,W,12,29,10,22,45.5,1,4,25.0,8,8,100.0,3,9,12,9,0,1,0,4,2,1
MEM,MEM vs. LAC,2021-11-18,W,12,26,11,24,45.8,3,6,50.0,1,1,100.0,3,9,12,7,4,3,5,4,3,1
LAC,LAC @ MEM,2021-11-18,L,12,23,11,26,42.3,1,9,11.1,0,0,0.0,3,8,11,6,4,2,3,3,-3,0
GSW,GSW @ CLE,2021-11-18,W,12,36,15,25,60.0,6,14,42.9,0,0,0.0,2,9,11,14,1,5,0,6,28,0
DEN,DEN vs. PHI,2021-11-18,L,12,20,7,25,28.0,3,12,25.0,3,4,75.0,3,10,13,5,2,3,1,4,4,1
CLE,CLE vs. GSW,2021-11-18,L,12,8,2,14,14.3,0,7,0.0,4,5,80.0,1,4,5,1,8,1,1,4,-28,1
WAS,WAS @ CHA,2021-11-17,L,12,22,7,18,38.9,4,8,50.0,4,4,100.0,1,8,9,7,2,1,2,2,0,0
SAC,SAC @ MIN,2021-11-17,L,12,25,8,21,38.1,2,9,22.2,7,8,87.5,4,6,10,4,1,2,0,6,-5,0
POR,POR vs. CHI,2021-11-17,W,12,31,10,23,43.5,4,10,40.0,7,7,100.0,2,14,16,5,3,0,0,5,9,1
