index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
395,BOS,BOS @ GSW,2022-03-16,W,36,79,27,63,0.4285714285714285,10,31,0.3225806451612903,15,18,0.8333333333333334,7,34,41,16,9,4,4,10,10,0,GSW,69,26,68,0.3823529411764705,9,39,0.2307692307692307,8,10,0.8,7,27,34,17,8,7,2,16,71.79836441893832,71.79836441893832,95.73115255858443,110.03036160968884,96.10246773504468,22,2022-03-16,21,26.333333333333332
396,BKN,BKN vs. DAL,2022-03-16,L,36,91,36,69,0.5217391304347826,7,20,0.35,12,15,0.8,15,23,38,25,8,2,2,13,12,1,DAL,79,30,66,0.4545454545454545,10,30,0.3333333333333333,9,9,1.0,7,20,27,18,9,3,2,15,68.73957142857142,68.73957142857142,91.65276190476189,132.38371742622778,114.92652391947247,-2,2022-03-16,21,30.333333333333332
397,ATL,ATL @ CHA,2022-03-16,L,36,85,31,74,0.4189189189189189,11,29,0.3793103448275862,12,12,1.0,11,25,36,24,10,6,1,19,0,0,CHA,85,31,66,0.4696969696969697,7,27,0.2592592592592592,16,20,0.8,8,25,33,23,9,6,7,13,74.3313005050505,74.3313005050505,99.10840067340067,114.35290304684578,114.35290304684578,-10,2022-03-16,21,28.333333333333332
398,PHX,PHX @ NOP,2022-03-15,W,36,98,36,66,0.5454545454545454,15,27,0.5555555555555556,11,11,1.0,3,19,22,25,6,8,2,14,13,0,NOP,85,34,65,0.5230769230769231,8,25,0.32,9,14,0.6428571428571429,10,25,35,22,15,5,3,14,73.56139162561576,73.56139162561576,98.081855500821,133.22205824865628,115.54974439934476,16,2022-03-15,21,32.666666666666664
400,NOP,NOP vs. PHX,2022-03-15,L,36,85,34,65,0.5230769230769231,8,25,0.32,9,14,0.6428571428571429,10,25,35,22,15,5,3,14,-13,1,PHX,98,36,66,0.5454545454545454,15,27,0.5555555555555556,11,11,1.0,3,19,22,25,6,8,2,14,73.56139162561576,73.56139162561576,98.081855500821,115.54974439934476,133.22205824865628,-16,2022-03-15,21,28.333333333333332
401,MIA,MIA vs. DET,2022-03-15,W,36,68,19,55,0.3454545454545454,7,26,0.2692307692307692,23,27,0.8518518518518519,7,28,35,13,12,1,1,19,-5,1,DET,73,26,59,0.4406779661016949,7,24,0.2916666666666667,14,22,0.6363636363636364,5,27,32,15,10,5,3,20,71.15970588235294,71.15970588235294,94.87960784313725,95.55969794538383,102.58614632372087,7,2022-03-15,21,22.666666666666668
404,DET,DET @ MIA,2022-03-15,L,36,73,26,59,0.4406779661016949,7,24,0.2916666666666667,14,22,0.6363636363636364,5,27,32,15,10,5,3,20,5,0,MIA,68,19,55,0.3454545454545454,7,26,0.2692307692307692,23,27,0.8518518518518519,7,28,35,13,12,1,1,19,71.15970588235294,71.15970588235294,94.87960784313725,102.58614632372087,95.55969794538383,-7,2022-03-15,21,24.333333333333332
406,WAS,WAS @ GSW,2022-03-14,L,36,84,32,65,0.4923076923076923,7,22,0.3181818181818182,13,16,0.8125,5,22,27,22,9,5,0,12,-17,0,GSW,101,37,64,0.578125,14,32,0.4375,13,15,0.8666666666666667,3,29,32,24,10,5,3,14,75.87027647058824,75.87027647058824,101.16036862745098,110.71529445732719,133.12196119273864,-14,2022-03-14,21,28.0
407,UTA,UTA vs. MIL,2022-03-14,L,36,93,31,72,0.4305555555555556,16,37,0.4324324324324324,15,16,0.9375,11,26,37,19,11,7,2,15,4,1,MIL,89,32,68,0.4705882352941176,12,27,0.4444444444444444,13,16,0.8125,5,23,28,19,10,8,3,14,76.69693074003796,76.69693074003796,102.2625743200506,121.25648197738295,116.04114941921593,-6,2022-03-14,21,31.0
408,TOR,TOR @ LAL,2022-03-14,W,36,91,33,72,0.4583333333333333,9,28,0.3214285714285714,16,22,0.7272727272727273,13,38,51,20,9,7,9,15,20,0,LAL,71,23,69,0.3333333333333333,9,33,0.2727272727272727,16,21,0.7619047619047619,8,25,33,13,9,4,4,17,76.68197368421053,76.68197368421053,102.24263157894737,118.67195851629164,92.59020939183195,11,2022-03-14,21,30.333333333333332
409,SAS,SAS vs. MIN,2022-03-14,L,36,106,40,73,0.547945205479452,11,26,0.4230769230769231,15,19,0.7894736842105263,5,22,27,27,13,4,9,20,-15,1,MIN,121,41,71,0.5774647887323944,14,26,0.5384615384615384,25,28,0.8928571428571429,5,25,30,23,10,7,3,13,86.98527777777778,86.98527777777778,115.98037037037037,121.85970167365485,139.10399908030413,-10,2022-03-14,21,35.333333333333336
410,SAC,SAC vs. CHI,2022-03-14,W,36,88,33,70,0.4714285714285714,9,21,0.4285714285714285,13,14,0.9285714285714286,7,27,34,21,11,9,1,14,11,1,CHI,77,26,64,0.40625,8,24,0.3333333333333333,17,18,0.9444444444444444,9,26,35,19,13,5,5,10,76.1185606060606,76.1185606060606,101.49141414141413,115.60912253113914,101.15798221474674,9,2022-03-14,21,29.333333333333332
411,POR,POR @ ATL,2022-03-14,L,36,84,34,67,0.5074626865671642,8,17,0.4705882352941176,8,12,0.6666666666666666,6,35,41,20,17,4,8,20,-5,0,ATL,89,29,86,0.3372093023255814,8,36,0.2222222222222222,23,25,0.92,15,26,41,18,4,11,5,9,81.9411875,81.9411875,109.25491666666666,102.51254901571936,108.61448645713124,-9,2022-03-14,21,28.0
412,PHI,PHI vs. DEN,2022-03-14,L,36,88,28,64,0.4375,10,24,0.4166666666666667,22,26,0.8461538461538461,7,31,38,19,8,7,5,12,7,1,DEN,81,32,64,0.5,6,23,0.2608695652173913,11,16,0.6875,5,28,33,19,10,5,3,16,75.17022222222222,75.17022222222222,100.22696296296296,117.06763316443272,107.7554350718074,-4,2022-03-14,21,29.333333333333332
413,OKC,OKC vs. CHA,2022-03-14,L,36,91,33,68,0.4852941176470588,14,34,0.4117647058823529,11,13,0.8461538461538461,10,28,38,25,13,3,2,13,-11,1,CHA,102,35,66,0.5303030303030303,18,30,0.6,14,19,0.7368421052631579,5,21,26,26,5,9,5,13,73.84679863147605,73.84679863147605,98.46239817530139,123.2280907045477,138.123793976526,-18,2022-03-14,21,30.333333333333332
414,MIN,MIN @ SAS,2022-03-14,W,36,121,41,71,0.5774647887323944,14,26,0.5384615384615384,25,28,0.8928571428571429,5,25,30,23,10,7,3,13,15,0,SAS,106,40,73,0.547945205479452,11,26,0.4230769230769231,15,19,0.7894736842105263,5,22,27,27,13,4,9,20,86.98527777777778,86.98527777777778,115.98037037037037,139.10399908030413,121.85970167365485,10,2022-03-14,21,40.333333333333336
415,MIL,MIL @ UTA,2022-03-14,W,36,89,32,68,0.4705882352941176,12,27,0.4444444444444444,13,16,0.8125,5,23,28,19,10,8,3,14,-4,0,UTA,93,31,72,0.4305555555555556,16,37,0.4324324324324324,15,16,0.9375,11,26,37,19,11,7,2,15,76.69693074003796,76.69693074003796,102.2625743200506,116.04114941921593,121.25648197738295,6,2022-03-14,21,29.666666666666668
416,LAL,LAL vs. TOR,2022-03-14,L,36,71,23,69,0.3333333333333333,9,33,0.2727272727272727,16,21,0.7619047619047619,8,25,33,13,9,4,4,17,-20,1,TOR,91,33,72,0.4583333333333333,9,28,0.3214285714285714,16,22,0.7272727272727273,13,38,51,20,9,7,9,15,76.68197368421053,76.68197368421053,102.24263157894737,92.59020939183195,118.67195851629164,-11,2022-03-14,21,23.666666666666668
417,LAC,LAC @ CLE,2022-03-14,L,36,81,31,66,0.4696969696969697,9,23,0.391304347826087,10,13,0.7692307692307693,7,23,30,22,7,1,4,18,-6,0,CLE,87,29,63,0.4603174603174603,11,23,0.4782608695652174,18,25,0.72,10,26,36,22,5,5,2,14,68.61590909090908,68.61590909090908,91.48787878787877,118.04842502732605,126.79275280712797,0,2022-03-14,21,27.0
418,GSW,GSW vs. WAS,2022-03-14,W,36,101,37,64,0.578125,14,32,0.4375,13,15,0.8666666666666667,3,29,32,24,10,5,3,14,17,1,WAS,84,32,65,0.4923076923076923,7,22,0.3181818181818182,13,16,0.8125,5,22,27,22,9,5,0,12,75.87027647058824,75.87027647058824,101.16036862745098,133.12196119273864,110.71529445732719,14,2022-03-14,21,33.666666666666664
419,DEN,DEN @ PHI,2022-03-14,W,36,81,32,64,0.5,6,23,0.2608695652173913,11,16,0.6875,5,28,33,19,10,5,3,16,-7,0,PHI,88,28,64,0.4375,10,24,0.4166666666666667,22,26,0.8461538461538461,7,31,38,19,8,7,5,12,75.17022222222222,75.17022222222222,100.22696296296296,107.7554350718074,117.06763316443272,4,2022-03-14,21,27.0
420,CLE,CLE vs. LAC,2022-03-14,W,36,87,29,63,0.4603174603174603,11,23,0.4782608695652174,18,25,0.72,10,26,36,22,5,5,2,14,6,1,LAC,81,31,66,0.4696969696969697,9,23,0.391304347826087,10,13,0.7692307692307693,7,23,30,22,7,1,4,18,68.61590909090908,68.61590909090908,91.48787878787877,126.79275280712797,118.04842502732605,0,2022-03-14,21,29.0
421,CHI,CHI @ SAC,2022-03-14,L,36,77,26,64,0.40625,8,24,0.3333333333333333,17,18,0.9444444444444444,9,26,35,19,13,5,5,10,-11,0,SAC,88,33,70,0.4714285714285714,9,21,0.4285714285714285,13,14,0.9285714285714286,7,27,34,21,11,9,1,14,76.1185606060606,76.1185606060606,101.49141414141413,101.15798221474674,115.60912253113914,-9,2022-03-14,21,25.666666666666668
422,CHA,CHA @ OKC,2022-03-14,W,36,102,35,66,0.5303030303030303,18,30,0.6,14,19,0.7368421052631579,5,21,26,26,5,9,5,13,11,0,OKC,91,33,68,0.4852941176470588,14,34,0.4117647058823529,11,13,0.8461538461538461,10,28,38,25,13,3,2,13,73.84679863147605,73.84679863147605,98.46239817530139,138.123793976526,123.2280907045477,18,2022-03-14,21,34.0
423,ATL,ATL vs. POR,2022-03-14,W,36,89,29,86,0.3372093023255814,8,36,0.2222222222222222,23,25,0.92,15,26,41,18,4,11,5,9,5,1,POR,84,34,67,0.5074626865671642,8,17,0.4705882352941176,8,12,0.6666666666666666,6,35,41,20,17,4,8,20,81.9411875,81.9411875,109.25491666666666,108.61448645713124,102.51254901571936,9,2022-03-14,21,29.666666666666668
425,PHI,PHI @ ORL,2022-03-13,W,36,74,23,67,0.3432835820895522,8,22,0.3636363636363636,20,21,0.9523809523809524,8,23,31,13,7,6,1,12,-6,0,ORL,80,30,63,0.4761904761904761,11,28,0.3928571428571428,9,14,0.6428571428571429,6,33,39,24,11,6,7,18,72.75407064760303,72.75407064760303,97.00542753013737,101.7125218442166,109.95948307482874,0,2022-03-13,20,24.666666666666668
426,ORL,ORL vs. PHI,2022-03-13,L,36,80,30,63,0.4761904761904761,11,28,0.3928571428571428,9,14,0.6428571428571429,6,33,39,24,11,6,7,18,6,1,PHI,74,23,67,0.3432835820895522,8,22,0.3636363636363636,20,21,0.9523809523809524,8,23,31,13,7,6,1,12,72.75407064760303,72.75407064760303,97.00542753013737,109.95948307482874,101.7125218442166,0,2022-03-13,20,26.666666666666668
427,OKC,OKC vs. MEM,2022-03-13,L,36,79,29,73,0.3972602739726027,10,32,0.3125,11,15,0.7333333333333333,12,22,34,17,11,5,8,15,-16,1,MEM,95,38,78,0.4871794871794871,10,23,0.4347826086956521,9,10,0.9,14,31,45,26,11,8,3,13,76.60847545219639,76.60847545219639,102.14463393626184,103.12174930213291,124.00716688231175,-7,2022-03-13,20,26.333333333333332
428,NYK,NYK @ BKN,2022-03-13,L,36,83,32,62,0.5161290322580645,7,22,0.3181818181818182,12,15,0.8,7,20,27,21,11,7,5,17,-5,0,BKN,88,36,72,0.5,4,22,0.1818181818181818,12,17,0.7058823529411765,11,22,33,23,10,8,2,14,73.19166852057842,73.19166852057842,97.58889136077121,113.40088520685097,120.23226383376968,-3,2022-03-13,20,27.666666666666668
430,MEM,MEM @ OKC,2022-03-13,W,36,95,38,78,0.4871794871794871,10,23,0.4347826086956521,9,10,0.9,14,31,45,26,11,8,3,13,16,0,OKC,79,29,73,0.3972602739726027,10,32,0.3125,11,15,0.7333333333333333,12,22,34,17,11,5,8,15,76.60847545219639,76.60847545219639,102.14463393626184,124.00716688231175,103.12174930213291,7,2022-03-13,20,31.666666666666668
432,LAC,LAC @ DET,2022-03-13,W,36,70,26,70,0.3714285714285714,5,22,0.2272727272727272,13,17,0.7647058823529411,9,29,38,17,5,4,3,12,-2,0,DET,72,24,59,0.4067796610169492,9,23,0.391304347826087,15,17,0.8823529411764706,5,33,38,16,9,3,3,15,70.50203781512604,70.50203781512604,94.00271708683472,99.28791020701769,102.1247076415039,4,2022-03-13,20,23.333333333333332
433,IND,IND @ ATL,2022-03-13,L,36,92,33,64,0.515625,12,26,0.4615384615384615,14,18,0.7777777777777778,11,19,30,19,13,6,4,14,-13,0,ATL,105,38,67,0.5671641791044776,15,28,0.5357142857142857,14,14,1.0,9,20,29,20,8,8,2,13,71.52803571428572,71.52803571428572,95.37071428571429,128.62089540315108,146.7955871449007,-3,2022-03-13,20,30.666666666666668
435,DET,DET vs. LAC,2022-03-13,L,36,72,24,59,0.4067796610169492,9,23,0.391304347826087,15,17,0.8823529411764706,5,33,38,16,9,3,3,15,2,1,LAC,70,26,70,0.3714285714285714,5,22,0.2272727272727272,13,17,0.7647058823529411,9,29,38,17,5,4,3,12,70.50203781512604,70.50203781512604,94.00271708683472,102.1247076415039,99.28791020701769,-4,2022-03-13,20,24.0
436,DAL,DAL @ BOS,2022-03-13,W,36,76,26,57,0.4561403508771929,11,26,0.4230769230769231,13,16,0.8125,4,25,29,16,14,6,4,11,3,0,BOS,73,27,65,0.4153846153846154,7,24,0.2916666666666667,12,14,0.8571428571428571,9,24,33,12,10,8,2,9,71.24924369747899,71.24924369747899,94.99899159663865,106.66779892105593,102.45722791101424,3,2022-03-13,20,25.333333333333332
437,BOS,BOS vs. DAL,2022-03-13,L,36,73,27,65,0.4153846153846154,7,24,0.2916666666666667,12,14,0.8571428571428571,9,24,33,12,10,8,2,9,-3,1,DAL,76,26,57,0.4561403508771929,11,26,0.4230769230769231,13,16,0.8125,4,25,29,16,14,6,4,11,71.24924369747899,71.24924369747899,94.99899159663865,102.45722791101424,106.66779892105593,-3,2022-03-13,20,24.333333333333332
438,BKN,BKN vs. NYK,2022-03-13,W,36,88,36,72,0.5,4,22,0.1818181818181818,12,17,0.7058823529411765,11,22,33,23,10,8,2,14,5,1,NYK,83,32,62,0.5161290322580645,7,22,0.3181818181818182,12,15,0.8,7,20,27,21,11,7,5,17,73.19166852057842,73.19166852057842,97.58889136077121,120.23226383376968,113.40088520685097,3,2022-03-13,20,29.333333333333332
439,ATL,ATL vs. IND,2022-03-13,W,36,105,38,67,0.5671641791044776,15,28,0.5357142857142857,14,14,1.0,9,20,29,20,8,8,2,13,13,1,IND,92,33,64,0.515625,12,26,0.4615384615384615,14,18,0.7777777777777778,11,19,30,19,13,6,4,14,71.52803571428572,71.52803571428572,95.37071428571429,146.7955871449007,128.62089540315108,3,2022-03-13,20,35.0
440,WAS,WAS @ POR,2022-03-12,L,36,91,28,59,0.4745762711864407,11,25,0.44,24,24,1.0,6,20,26,19,12,5,5,12,-12,0,POR,103,39,72,0.5416666666666666,10,27,0.3703703703703703,15,17,0.8823529411764706,9,23,32,16,8,8,2,17,74.7894827586207,74.7894827586207,99.71931034482759,121.67486208414884,137.71989884249814,-9,2022-03-12,20,30.333333333333332
441,UTA,UTA vs. SAC,2022-03-12,W,36,100,36,63,0.5714285714285714,12,31,0.3870967741935484,16,24,0.6666666666666666,7,27,34,17,8,4,5,13,12,1,SAC,88,35,74,0.4729729729729729,10,28,0.3571428571428571,8,10,0.8,7,18,25,21,7,4,1,15,74.45966470588235,74.45966470588235,99.27955294117646,134.30090021893417,118.18479219266207,9,2022-03-12,20,33.333333333333336
442,TOR,TOR @ DEN,2022-03-12,W,36,93,34,79,0.430379746835443,9,26,0.3461538461538461,16,22,0.7272727272727273,17,19,36,18,5,8,6,20,-6,0,DEN,99,38,65,0.5846153846153846,8,18,0.4444444444444444,15,20,0.75,9,27,36,28,13,3,4,18,75.45525974025973,75.45525974025973,100.60701298701298,123.25184529234234,131.20357724668702,12,2022-03-12,20,31.0
443,SAS,SAS vs. IND,2022-03-12,L,36,82,31,77,0.4025974025974026,7,26,0.2692307692307692,13,15,0.8666666666666667,11,29,40,19,9,5,3,14,-15,1,IND,97,35,73,0.4794520547945205,12,28,0.4285714285714285,15,15,1.0,8,29,37,19,8,3,7,15,78.33657432432432,78.33657432432432,104.44876576576576,104.67652014052669,123.82466406867181,-11,2022-03-12,20,27.333333333333332
444,SAC,SAC @ UTA,2022-03-12,L,36,88,35,74,0.4729729729729729,10,28,0.3571428571428571,8,10,0.8,7,18,25,21,7,4,1,15,-12,0,UTA,100,36,63,0.5714285714285714,12,31,0.3870967741935484,16,24,0.6666666666666666,7,27,34,17,8,4,5,13,74.45966470588235,74.45966470588235,99.27955294117646,118.18479219266207,134.30090021893417,-9,2022-03-12,20,29.333333333333332
445,POR,POR vs. WAS,2022-03-12,W,36,103,39,72,0.5416666666666666,10,27,0.3703703703703703,15,17,0.8823529411764706,9,23,32,16,8,8,2,17,12,1,WAS,91,28,59,0.4745762711864407,11,25,0.44,24,24,1.0,6,20,26,19,12,5,5,12,74.7894827586207,74.7894827586207,99.71931034482759,137.71989884249814,121.67486208414884,9,2022-03-12,20,34.333333333333336
446,MIN,MIN @ MIA,2022-03-12,W,36,89,29,60,0.4833333333333333,13,33,0.3939393939393939,18,22,0.8181818181818182,3,28,31,18,14,10,4,15,3,0,MIA,86,29,68,0.4264705882352941,12,33,0.3636363636363636,16,19,0.8421052631578947,8,29,37,17,13,7,0,18,79.50848958333333,79.50848958333333,106.01131944444444,111.93773201630069,108.16455003822311,9,2022-03-12,20,29.666666666666668
447,MIL,MIL @ GSW,2022-03-12,L,36,84,28,68,0.4117647058823529,12,34,0.3529411764705882,16,23,0.6956521739130435,4,19,23,21,2,7,1,10,-19,0,GSW,103,37,73,0.5068493150684932,16,37,0.4324324324324324,13,13,1.0,12,34,46,27,10,2,6,16,73.9918845500849,73.9918845500849,98.65584606677987,113.52596370638544,139.20445549711548,-13,2022-03-12,20,28.0
448,MIA,MIA vs. MIN,2022-03-12,L,36,86,29,68,0.4264705882352941,12,33,0.3636363636363636,16,19,0.8421052631578947,8,29,37,17,13,7,0,18,-3,1,MIN,89,29,60,0.4833333333333333,13,33,0.3939393939393939,18,22,0.8181818181818182,3,28,31,18,14,10,4,15,79.50848958333333,79.50848958333333,106.01131944444444,108.16455003822311,111.93773201630069,-9,2022-03-12,20,28.666666666666668
449,IND,IND @ SAS,2022-03-12,W,36,97,35,73,0.4794520547945205,12,28,0.4285714285714285,15,15,1.0,8,29,37,19,8,3,7,15,15,0,SAS,82,31,77,0.4025974025974026,7,26,0.2692307692307692,13,15,0.8666666666666667,11,29,40,19,9,5,3,14,78.33657432432432,78.33657432432432,104.44876576576576,123.82466406867181,104.67652014052669,11,2022-03-12,20,32.333333333333336
450,GSW,GSW vs. MIL,2022-03-12,W,36,103,37,73,0.5068493150684932,16,37,0.4324324324324324,13,13,1.0,12,34,46,27,10,2,6,16,19,1,MIL,84,28,68,0.4117647058823529,12,34,0.3529411764705882,16,23,0.6956521739130435,4,19,23,21,2,7,1,10,73.9918845500849,73.9918845500849,98.65584606677987,139.20445549711548,113.52596370638544,13,2022-03-12,20,34.333333333333336
451,DEN,DEN vs. TOR,2022-03-12,L,36,99,38,65,0.5846153846153846,8,18,0.4444444444444444,15,20,0.75,9,27,36,28,13,3,4,18,6,1,TOR,93,34,79,0.430379746835443,9,26,0.3461538461538461,16,22,0.7272727272727273,17,19,36,18,5,8,6,20,75.45525974025973,75.45525974025973,100.60701298701298,131.20357724668702,123.25184529234234,-12,2022-03-12,20,33.0
452,CLE,CLE @ CHI,2022-03-12,L,36,66,27,67,0.4029850746268656,4,17,0.2352941176470588,8,10,0.8,3,26,29,14,12,6,4,14,-11,0,CHI,77,30,67,0.4477611940298507,6,17,0.3529411764705882,11,12,0.9166666666666666,6,30,36,14,11,10,5,11,77.24298295454545,77.24298295454545,102.99064393939393,85.44465461521402,99.68543038441635,-10,2022-03-12,20,22.0
453,CHI,CHI vs. CLE,2022-03-12,W,36,77,30,67,0.4477611940298507,6,17,0.3529411764705882,11,12,0.9166666666666666,6,30,36,14,11,10,5,11,11,1,CLE,66,27,67,0.4029850746268656,4,17,0.2352941176470588,8,10,0.8,3,26,29,14,12,6,4,14,77.24298295454545,77.24298295454545,102.99064393939393,99.68543038441635,85.44465461521402,10,2022-03-12,20,25.666666666666668
454,WAS,WAS @ LAL,2022-03-11,L,36,82,29,65,0.4461538461538462,8,21,0.3809523809523809,16,24,0.6666666666666666,12,28,40,17,9,2,4,13,-7,0,LAL,89,35,71,0.4929577464788732,10,24,0.4166666666666667,9,14,0.6428571428571429,6,21,27,18,4,4,2,18,71.69754010695186,71.69754010695186,95.59672014260248,114.36933523476517,124.13257116944027,-13,2022-03-11,20,27.333333333333332
455,UTA,UTA @ SAS,2022-03-11,L,36,74,27,68,0.3970588235294117,10,30,0.3333333333333333,10,16,0.625,11,34,45,16,12,9,5,15,10,0,SAS,64,23,65,0.3538461538461538,5,27,0.1851851851851851,13,20,0.65,8,30,38,11,12,6,5,14,75.535,75.535,100.71333333333332,97.96782948302112,84.72893360693719,-2,2022-03-11,20,24.666666666666668
456,TOR,TOR @ PHX,2022-03-11,W,36,96,35,75,0.4666666666666667,13,28,0.4642857142857143,13,15,0.8666666666666667,10,31,41,16,13,7,3,11,14,0,PHX,82,33,67,0.4925373134328358,9,27,0.3333333333333333,7,9,0.7777777777777778,1,26,27,23,10,7,4,15,80.78711805555555,80.78711805555555,107.7161574074074,118.8308263874234,101.50133087259081,5,2022-03-11,20,32.0
457,SAS,SAS vs. UTA,2022-03-11,W,36,64,23,65,0.3538461538461538,5,27,0.1851851851851851,13,20,0.65,8,30,38,11,12,6,5,14,-10,1,UTA,74,27,68,0.3970588235294117,10,30,0.3333333333333333,10,16,0.625,11,34,45,16,12,9,5,15,75.535,75.535,100.71333333333332,84.72893360693719,97.96782948302112,2,2022-03-11,20,21.333333333333332
458,PHX,PHX vs. TOR,2022-03-11,L,36,82,33,67,0.4925373134328358,9,27,0.3333333333333333,7,9,0.7777777777777778,1,26,27,23,10,7,4,15,-14,1,TOR,96,35,75,0.4666666666666667,13,28,0.4642857142857143,13,15,0.8666666666666667,10,31,41,16,13,7,3,11,80.78711805555555,80.78711805555555,107.7161574074074,101.50133087259081,118.8308263874234,-5,2022-03-11,20,27.333333333333332
459,ORL,ORL vs. MIN,2022-03-11,W,36,97,32,67,0.4776119402985074,14,33,0.4242424242424242,19,21,0.9047619047619048,9,25,34,24,7,3,3,8,4,1,MIN,93,33,64,0.515625,15,32,0.46875,12,12,1.0,4,23,27,22,8,4,3,19,72.04600754310346,72.04600754310346,96.06134339080461,134.6361905508326,129.0841826930663,8,2022-03-11,20,32.333333333333336
460,NYK,NYK @ MEM,2022-03-11,L,36,96,32,68,0.4705882352941176,9,20,0.45,23,29,0.7931034482758621,12,28,40,21,10,7,6,18,9,0,MEM,87,36,81,0.4444444444444444,8,22,0.3636363636363636,7,14,0.5,16,23,39,19,9,5,12,21,77.24202597402598,77.24202597402598,102.98936796536796,124.28467377627011,112.63298560974478,-4,2022-03-11,20,32.0
462,MIN,MIN @ ORL,2022-03-11,L,36,93,33,64,0.515625,15,32,0.46875,12,12,1.0,4,23,27,22,8,4,3,19,-4,0,ORL,97,32,67,0.4776119402985074,14,33,0.4242424242424242,19,21,0.9047619047619048,9,25,34,24,7,3,3,8,72.04600754310346,72.04600754310346,96.06134339080461,129.0841826930663,134.6361905508326,-8,2022-03-11,20,31.0
463,MIA,MIA vs. CLE,2022-03-11,W,36,85,30,64,0.46875,7,25,0.28,18,21,0.8571428571428571,5,27,32,20,8,9,5,18,13,1,CLE,72,24,59,0.4067796610169492,5,19,0.2631578947368421,19,20,0.95,5,28,33,16,16,4,2,19,76.01815814393939,76.01815814393939,101.35754419191917,111.81539000070696,94.71421270648118,12,2022-03-11,20,28.333333333333332
464,MEM,MEM vs. NYK,2022-03-11,W,36,87,36,81,0.4444444444444444,8,22,0.3636363636363636,7,14,0.5,16,23,39,19,9,5,12,21,-9,1,NYK,96,32,68,0.4705882352941176,9,20,0.45,23,29,0.7931034482758621,12,28,40,21,10,7,6,18,77.24202597402598,77.24202597402598,102.98936796536796,112.63298560974478,124.28467377627011,4,2022-03-11,20,29.0
465,LAL,LAL vs. WAS,2022-03-11,W,36,89,35,71,0.4929577464788732,10,24,0.4166666666666667,9,14,0.6428571428571429,6,21,27,18,4,4,2,18,7,1,WAS,82,29,65,0.4461538461538462,8,21,0.3809523809523809,16,24,0.6666666666666666,12,28,40,17,9,2,4,13,71.69754010695186,71.69754010695186,95.59672014260248,124.13257116944027,114.36933523476517,13,2022-03-11,20,29.666666666666668
466,LAC,LAC @ ATL,2022-03-11,L,36,85,31,60,0.5166666666666667,11,24,0.4583333333333333,12,14,0.8571428571428571,4,20,24,17,11,7,2,14,-5,0,ATL,90,35,68,0.5147058823529411,7,23,0.3043478260869565,13,15,0.8666666666666667,12,22,34,21,9,4,3,14,70.79245192307692,70.79245192307692,94.38993589743589,120.06929791379595,127.13219779107806,-6,2022-03-11,20,28.333333333333332
468,DET,DET @ BOS,2022-03-11,L,36,90,33,68,0.4852941176470588,10,28,0.3571428571428571,14,14,1.0,9,24,33,21,9,3,4,17,-2,0,BOS,92,34,67,0.5074626865671642,4,17,0.2352941176470588,20,25,0.8,10,23,33,18,6,5,3,12,72.34094669117647,72.34094669117647,96.45459558823529,124.4108684175921,127.17555438242746,-11,2022-03-11,20,30.0
470,CLE,CLE @ MIA,2022-03-11,L,36,72,24,59,0.4067796610169492,5,19,0.2631578947368421,19,20,0.95,5,28,33,16,16,4,2,19,-13,0,MIA,85,30,64,0.46875,7,25,0.28,18,21,0.8571428571428571,5,27,32,20,8,9,5,18,76.01815814393939,76.01815814393939,101.35754419191917,94.71421270648118,111.81539000070696,-12,2022-03-11,20,24.0
472,BOS,BOS vs. DET,2022-03-11,W,36,92,34,67,0.5074626865671642,4,17,0.2352941176470588,20,25,0.8,10,23,33,18,6,5,3,12,2,1,DET,90,33,68,0.4852941176470588,10,28,0.3571428571428571,14,14,1.0,9,24,33,21,9,3,4,17,72.34094669117647,72.34094669117647,96.45459558823529,127.17555438242746,124.4108684175921,11,2022-03-11,20,30.666666666666668
473,ATL,ATL vs. LAC,2022-03-11,W,36,90,35,68,0.5147058823529411,7,23,0.3043478260869565,13,15,0.8666666666666667,12,22,34,21,9,4,3,14,5,1,LAC,85,31,60,0.5166666666666667,11,24,0.4583333333333333,12,14,0.8571428571428571,4,20,24,17,11,7,2,14,70.79245192307692,70.79245192307692,94.38993589743589,127.13219779107806,120.06929791379595,6,2022-03-11,20,30.0
475,GSW,GSW @ DEN,2022-03-10,W,36,88,33,68,0.4852941176470588,10,29,0.3448275862068966,12,16,0.75,8,19,27,20,7,7,2,21,4,0,DEN,84,28,64,0.4375,6,24,0.25,22,28,0.7857142857142857,10,28,38,15,9,5,6,15,71.99750957854407,71.99750957854407,95.99667943805875,122.2264499357417,116.6707022113898,11,2022-03-10,20,29.333333333333332
