index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
1148,TOR,TOR @ MIA,2022-01-17,L,36,75,28,65,0.4307692307692308,8,24,0.3333333333333333,11,14,0.7857142857142857,11,21,32,19,11,8,2,16,-5,0,MIA,80,29,62,0.4677419354838709,6,17,0.3529411764705882,16,17,0.9411764705882352,10,25,35,15,11,10,4,14,68.9563664874552,68.9563664874552,91.9418219832736,108.76443150995243,116.01539361061593,-5,2022-01-17,13,25.0
1149,SAS,SAS vs. PHX,2022-01-17,L,36,91,34,70,0.4857142857142857,8,22,0.3636363636363636,15,20,0.75,11,27,38,16,7,2,2,13,4,1,PHX,87,35,73,0.4794520547945205,7,25,0.28,10,15,0.6666666666666666,11,23,34,24,3,4,3,15,71.38382352941176,71.38382352941176,95.178431372549,127.47986238437612,121.87635194989804,-14,2022-01-17,13,30.333333333333332
1150,POR,POR @ ORL,2022-01-17,W,36,81,30,70,0.4285714285714285,6,24,0.25,15,16,0.9375,9,31,40,15,13,8,6,13,20,0,ORL,61,23,65,0.3538461538461538,5,21,0.238095238095238,10,15,0.6666666666666666,6,29,35,14,15,7,5,13,78.98779516358464,78.98779516358464,105.31706021811284,102.5474882951829,77.22712081489082,10,2022-01-17,13,27.0
1151,PHX,PHX @ SAS,2022-01-17,W,36,87,35,73,0.4794520547945205,7,25,0.28,10,15,0.6666666666666666,11,23,34,24,3,4,3,15,-4,0,SAS,91,34,70,0.4857142857142857,8,22,0.3636363636363636,15,20,0.75,11,27,38,16,7,2,2,13,71.38382352941176,71.38382352941176,95.178431372549,121.87635194989804,127.47986238437612,14,2022-01-17,13,29.0
1152,PHI,PHI @ WAS,2022-01-17,L,36,83,29,67,0.4328358208955223,7,20,0.35,18,20,0.9,8,28,36,16,8,5,2,17,-8,0,WAS,91,32,67,0.4776119402985074,9,25,0.36,18,25,0.72,7,29,36,19,6,4,6,14,74.85932432432432,74.85932432432432,99.81243243243242,110.87463151605084,121.56134298747743,-19,2022-01-17,13,27.666666666666668
1153,ORL,ORL vs. POR,2022-01-17,L,36,61,23,65,0.3538461538461538,5,21,0.238095238095238,10,15,0.6666666666666666,6,29,35,14,15,7,5,13,-20,1,POR,81,30,70,0.4285714285714285,6,24,0.25,15,16,0.9375,9,31,40,15,13,8,6,13,78.98779516358464,78.98779516358464,105.31706021811284,77.22712081489082,102.5474882951829,-10,2022-01-17,13,20.333333333333332
1154,OKC,OKC @ DAL,2022-01-17,L,36,72,24,64,0.375,7,27,0.2592592592592592,17,20,0.85,4,30,34,14,8,6,2,14,-5,0,DAL,77,26,68,0.3823529411764705,9,27,0.3333333333333333,16,18,0.8888888888888888,6,31,37,21,7,6,6,15,74.90928571428572,74.90928571428572,99.87904761904761,96.11625489878234,102.79099482230889,-2,2022-01-17,13,24.0
1155,NYK,NYK vs. CHA,2022-01-17,L,36,67,24,64,0.375,10,28,0.3571428571428571,9,18,0.5,14,27,41,16,10,5,3,16,-19,1,CHA,86,32,67,0.4776119402985074,12,31,0.3870967741935484,10,14,0.7142857142857143,4,27,31,20,5,3,1,13,69.67655389457121,69.67655389457121,92.90207185942828,96.1586017893176,123.42745901315395,-10,2022-01-17,13,22.333333333333332
1156,NOP,NOP @ BOS,2022-01-17,L,36,69,26,63,0.4126984126984127,7,23,0.3043478260869565,10,13,0.7692307692307693,2,27,29,16,8,7,4,9,-2,0,BOS,71,26,62,0.4193548387096774,8,28,0.2857142857142857,11,12,0.9166666666666666,4,32,36,15,11,4,3,13,73.35042694497153,73.35042694497153,97.80056925996203,94.06898210935394,96.7956192719439,-12,2022-01-17,13,23.0
1157,MIL,MIL @ ATL,2022-01-17,L,36,88,31,70,0.4428571428571428,13,31,0.4193548387096774,13,15,0.8666666666666667,7,26,33,17,6,6,3,15,5,0,ATL,83,28,67,0.417910447761194,11,29,0.3793103448275862,16,18,0.8888888888888888,9,28,37,17,10,4,5,12,73.56171428571429,73.56171428571429,98.08228571428572,119.62744595402887,112.83043197936816,-7,2022-01-17,13,29.333333333333332
1158,MIA,MIA vs. TOR,2022-01-17,W,36,80,29,62,0.4677419354838709,6,17,0.3529411764705882,16,17,0.9411764705882352,10,25,35,15,11,10,4,14,5,1,TOR,75,28,65,0.4307692307692308,8,24,0.3333333333333333,11,14,0.7857142857142857,11,21,32,19,11,8,2,16,68.9563664874552,68.9563664874552,91.9418219832736,116.01539361061593,108.76443150995243,5,2022-01-17,13,26.666666666666668
1159,MEM,MEM vs. CHI,2022-01-17,W,36,92,36,73,0.4931506849315068,8,21,0.3809523809523809,12,15,0.8,8,30,38,24,11,14,7,6,20,1,CHI,72,28,71,0.3943661971830985,11,26,0.4230769230769231,5,6,0.8333333333333334,8,28,36,17,17,8,6,10,80.95795321637428,80.95795321637428,107.94393762183236,113.63923659743958,88.93505472843096,13,2022-01-17,13,30.666666666666668
1160,LAL,LAL vs. UTA,2022-01-17,W,36,72,28,65,0.4307692307692308,10,29,0.3448275862068966,6,12,0.5,6,23,29,12,11,7,4,15,-6,1,UTA,78,25,60,0.4166666666666667,10,31,0.3225806451612903,18,20,0.9,7,29,36,15,14,5,5,11,73.63740476190476,73.63740476190476,98.18320634920634,97.7763953425585,105.9244282877717,6,2022-01-17,13,24.0
1161,LAC,LAC vs. IND,2022-01-17,W,36,104,35,62,0.5645161290322581,14,24,0.5833333333333334,20,22,0.9090909090909092,7,24,31,24,11,6,6,16,14,1,IND,90,32,70,0.4571428571428571,8,25,0.32,18,21,0.8571428571428571,11,17,28,20,9,7,2,13,73.99744642857144,73.99744642857144,98.66326190476191,140.54539044180336,121.62581865156059,6,2022-01-17,13,34.666666666666664
1162,IND,IND @ LAC,2022-01-17,L,36,90,32,70,0.4571428571428571,8,25,0.32,18,21,0.8571428571428571,11,17,28,20,9,7,2,13,-14,0,LAC,104,35,62,0.5645161290322581,14,24,0.5833333333333334,20,22,0.9090909090909092,7,24,31,24,11,6,6,16,73.99744642857144,73.99744642857144,98.66326190476191,121.62581865156059,140.54539044180336,-6,2022-01-17,13,30.0
1163,DAL,DAL vs. OKC,2022-01-17,W,36,77,26,68,0.3823529411764705,9,27,0.3333333333333333,16,18,0.8888888888888888,6,31,37,21,7,6,6,15,5,1,OKC,72,24,64,0.375,7,27,0.2592592592592592,17,20,0.85,4,30,34,14,8,6,2,14,74.90928571428572,74.90928571428572,99.87904761904761,102.79099482230889,96.11625489878234,2,2022-01-17,13,25.666666666666668
1164,CLE,CLE vs. BKN,2022-01-17,W,36,87,31,62,0.5,10,26,0.3846153846153846,15,17,0.8823529411764706,8,21,29,19,14,6,3,9,-1,1,BKN,88,35,63,0.5555555555555556,12,26,0.4615384615384615,6,11,0.5454545454545454,6,20,26,23,10,9,4,17,72.03253968253969,72.03253968253969,96.04338624338625,120.77874858143916,122.16701005938673,7,2022-01-17,13,29.0
1165,CHI,CHI @ MEM,2022-01-17,L,36,72,28,71,0.3943661971830985,11,26,0.4230769230769231,5,6,0.8333333333333334,8,28,36,17,17,8,6,10,-20,0,MEM,92,36,73,0.4931506849315068,8,21,0.3809523809523809,12,15,0.8,8,30,38,24,11,14,7,6,80.95795321637428,80.95795321637428,107.94393762183236,88.93505472843096,113.63923659743958,-13,2022-01-17,13,24.0
1166,CHA,CHA @ NYK,2022-01-17,W,36,86,32,67,0.4776119402985074,12,31,0.3870967741935484,10,14,0.7142857142857143,4,27,31,20,5,3,1,13,19,0,NYK,67,24,64,0.375,10,28,0.3571428571428571,9,18,0.5,14,27,41,16,10,5,3,16,69.67655389457121,69.67655389457121,92.90207185942828,123.42745901315395,96.1586017893176,10,2022-01-17,13,28.666666666666668
1167,BOS,BOS vs. NOP,2022-01-17,W,36,71,26,62,0.4193548387096774,8,28,0.2857142857142857,11,12,0.9166666666666666,4,32,36,15,11,4,3,13,2,1,NOP,69,26,63,0.4126984126984127,7,23,0.3043478260869565,10,13,0.7692307692307693,2,27,29,16,8,7,4,9,73.35042694497153,73.35042694497153,97.80056925996203,96.7956192719439,94.06898210935394,12,2022-01-17,13,23.666666666666668
1168,BKN,BKN @ CLE,2022-01-17,L,36,88,35,63,0.5555555555555556,12,26,0.4615384615384615,6,11,0.5454545454545454,6,20,26,23,10,9,4,17,1,0,CLE,87,31,62,0.5,10,26,0.3846153846153846,15,17,0.8823529411764706,8,21,29,19,14,6,3,9,72.03253968253969,72.03253968253969,96.04338624338625,122.16701005938673,120.77874858143916,-7,2022-01-17,13,29.333333333333332
1169,ATL,ATL vs. MIL,2022-01-17,W,36,83,28,67,0.417910447761194,11,29,0.3793103448275862,16,18,0.8888888888888888,9,28,37,17,10,4,5,12,-5,1,MIL,88,31,70,0.4428571428571428,13,31,0.4193548387096774,13,15,0.8666666666666667,7,26,33,17,6,6,3,15,73.56171428571429,73.56171428571429,98.08228571428572,112.83043197936816,119.62744595402887,7,2022-01-17,13,27.666666666666668
1170,UTA,UTA @ DEN,2022-01-16,W,36,91,34,67,0.5074626865671642,11,30,0.3666666666666666,12,15,0.8,7,27,34,18,8,7,3,12,3,0,DEN,88,36,72,0.5,9,32,0.28125,7,7,1.0,4,27,31,27,7,5,2,12,75.27998576850095,75.27998576850095,100.37331435800127,120.8820632350288,116.89694027123664,23,2022-01-16,12,30.333333333333332
1171,SAC,SAC vs. HOU,2022-01-16,L,36,88,34,71,0.4788732394366197,10,28,0.3571428571428571,10,15,0.6666666666666666,4,24,28,20,10,12,0,17,3,1,HOU,85,31,58,0.5344827586206896,12,31,0.3870967741935484,11,15,0.7333333333333333,2,32,34,17,18,4,2,13,81.18940170940171,81.18940170940171,108.25253561253561,108.38853119644263,104.69346763292755,-6,2022-01-16,12,29.333333333333332
1173,MIN,MIN vs. GSW,2022-01-16,W,36,91,35,72,0.4861111111111111,11,33,0.3333333333333333,10,15,0.6666666666666666,6,28,34,22,13,6,7,14,10,1,GSW,81,28,65,0.4307692307692308,10,32,0.3125,15,19,0.7894736842105263,6,30,36,18,12,6,3,13,81.00759803921568,81.00759803921568,108.01013071895423,112.33514164430231,99.99062058448888,20,2022-01-16,12,30.333333333333332
1174,HOU,HOU @ SAC,2022-01-16,W,36,85,31,58,0.5344827586206896,12,31,0.3870967741935484,11,15,0.7333333333333333,2,32,34,17,18,4,2,13,-3,0,SAC,88,34,71,0.4788732394366197,10,28,0.3571428571428571,10,15,0.6666666666666666,4,24,28,20,10,12,0,17,81.18940170940171,81.18940170940171,108.25253561253561,104.69346763292755,108.38853119644263,6,2022-01-16,12,28.333333333333332
1175,GSW,GSW @ MIN,2022-01-16,L,36,81,28,65,0.4307692307692308,10,32,0.3125,15,19,0.7894736842105263,6,30,36,18,12,6,3,13,-10,0,MIN,91,35,72,0.4861111111111111,11,33,0.3333333333333333,10,15,0.6666666666666666,6,28,34,22,13,6,7,14,81.00759803921568,81.00759803921568,108.01013071895423,99.99062058448888,112.33514164430231,-20,2022-01-16,12,27.0
1177,DEN,DEN vs. UTA,2022-01-16,L,36,88,36,72,0.5,9,32,0.28125,7,7,1.0,4,27,31,27,7,5,2,12,-3,1,UTA,91,34,67,0.5074626865671642,11,30,0.3666666666666666,12,15,0.8,7,27,34,18,8,7,3,12,75.27998576850095,75.27998576850095,100.37331435800127,116.89694027123664,120.8820632350288,-23,2022-01-16,12,29.333333333333332
1178,WAS,WAS vs. POR,2022-01-15,L,36,80,28,62,0.4516129032258064,7,19,0.3684210526315789,17,20,0.85,4,25,29,13,16,4,2,17,-14,1,POR,94,32,65,0.4923076923076923,12,31,0.3870967741935484,18,24,0.75,5,26,31,16,10,9,2,21,79.93216666666666,79.93216666666666,106.57622222222221,100.08486362394781,117.59971475813869,-5,2022-01-15,12,26.666666666666668
1179,TOR,TOR @ MIL,2022-01-15,W,36,73,29,70,0.4142857142857143,9,25,0.36,6,11,0.5454545454545454,14,25,39,18,12,6,7,15,4,0,MIL,69,22,61,0.360655737704918,10,30,0.3333333333333333,15,17,0.8823529411764706,6,25,31,16,10,7,7,14,70.18751033912324,70.18751033912324,93.58334711883097,104.00710845460641,98.30808881325812,7,2022-01-15,12,24.333333333333332
1180,SAS,SAS vs. LAC,2022-01-15,W,36,85,28,64,0.4375,11,32,0.34375,18,21,0.8571428571428571,11,29,40,18,11,5,3,9,5,1,LAC,80,31,77,0.4025974025974026,12,34,0.3529411764705882,6,7,0.8571428571428571,16,23,39,20,9,7,1,16,71.11860130718954,71.11860130718954,94.82480174291938,119.51866099397988,112.48815152374576,7,2022-01-15,12,28.333333333333332
1181,POR,POR @ WAS,2022-01-15,W,36,94,32,65,0.4923076923076923,12,31,0.3870967741935484,18,24,0.75,5,26,31,16,10,9,2,21,14,0,WAS,80,28,62,0.4516129032258064,7,19,0.3684210526315789,17,20,0.85,4,25,29,13,16,4,2,17,79.93216666666666,79.93216666666666,106.57622222222221,117.59971475813869,100.08486362394781,5,2022-01-15,12,31.333333333333332
1182,PHI,PHI @ MIA,2022-01-15,W,36,75,28,60,0.4666666666666667,9,26,0.3461538461538461,10,14,0.7142857142857143,3,25,28,18,10,5,4,14,2,0,MIA,73,26,64,0.40625,7,26,0.2692307692307692,14,17,0.8235294117647058,9,27,36,19,10,7,4,12,71.1065294117647,71.1065294117647,94.80870588235292,105.47554580492732,102.6628645834626,11,2022-01-15,12,25.0
1183,ORL,ORL @ DAL,2022-01-15,L,36,68,27,56,0.4821428571428571,5,20,0.25,9,14,0.6428571428571429,3,23,26,13,13,4,1,19,-17,0,DAL,85,27,60,0.45,9,24,0.375,22,27,0.8148148148148148,8,26,34,13,5,4,2,14,69.03887096774193,69.03887096774193,92.05182795698923,98.49523760574338,123.11904700717923,-16,2022-01-15,12,22.666666666666668
1184,OKC,OKC vs. CLE,2022-01-15,L,36,85,32,62,0.5161290322580645,9,19,0.4736842105263157,12,14,0.8571428571428571,11,30,41,14,13,2,3,16,2,1,CLE,83,31,68,0.4558823529411764,7,28,0.25,14,17,0.8235294117647058,7,15,22,22,3,4,2,8,68.66461538461539,68.66461538461539,91.55282051282052,123.79010575371929,120.87739738304354,-5,2022-01-15,12,28.333333333333332
1185,NYK,NYK @ ATL,2022-01-15,W,36,85,31,64,0.484375,10,24,0.4166666666666667,13,17,0.7647058823529411,9,26,35,19,9,1,0,18,8,0,ATL,77,27,59,0.4576271186440678,11,31,0.3548387096774194,12,17,0.7058823529411765,3,21,24,17,6,5,3,13,68.73246551724137,68.73246551724137,91.64328735632182,123.66790476718452,112.02857255380245,9,2022-01-15,12,28.333333333333332
1186,NOP,NOP @ BKN,2022-01-15,L,36,77,29,69,0.4202898550724637,9,28,0.3214285714285714,10,14,0.7142857142857143,10,18,28,20,10,4,3,14,-18,0,BKN,95,37,68,0.5441176470588235,8,19,0.4210526315789473,13,14,0.9285714285714286,9,28,37,24,9,4,4,14,72.44008771929823,72.44008771929823,96.58678362573097,106.29473600083313,131.142856104924,-15,2022-01-15,12,25.666666666666668
1187,MIL,MIL vs. TOR,2022-01-15,L,36,69,22,61,0.360655737704918,10,30,0.3333333333333333,15,17,0.8823529411764706,6,25,31,16,10,7,7,14,-4,1,TOR,73,29,70,0.4142857142857143,9,25,0.36,6,11,0.5454545454545454,14,25,39,18,12,6,7,15,70.18751033912324,70.18751033912324,93.58334711883097,98.30808881325812,104.00710845460641,-7,2022-01-15,12,23.0
1188,MIA,MIA vs. PHI,2022-01-15,L,36,73,26,64,0.40625,7,26,0.2692307692307692,14,17,0.8235294117647058,9,27,36,19,10,7,4,12,-2,1,PHI,75,28,60,0.4666666666666667,9,26,0.3461538461538461,10,14,0.7142857142857143,3,25,28,18,10,5,4,14,71.1065294117647,71.1065294117647,94.80870588235292,102.6628645834626,105.47554580492732,-11,2022-01-15,12,24.333333333333332
1190,LAC,LAC @ SAS,2022-01-15,L,36,80,31,77,0.4025974025974026,12,34,0.3529411764705882,6,7,0.8571428571428571,16,23,39,20,9,7,1,16,-5,0,SAS,85,28,64,0.4375,11,32,0.34375,18,21,0.8571428571428571,11,29,40,18,11,5,3,9,71.11860130718954,71.11860130718954,94.82480174291938,112.48815152374576,119.51866099397988,-7,2022-01-15,12,26.666666666666668
1192,DAL,DAL vs. ORL,2022-01-15,W,36,85,27,60,0.45,9,24,0.375,22,27,0.8148148148148148,8,26,34,13,5,4,2,14,17,1,ORL,68,27,56,0.4821428571428571,5,20,0.25,9,14,0.6428571428571429,3,23,26,13,13,4,1,19,69.03887096774193,69.03887096774193,92.05182795698923,123.11904700717923,98.49523760574338,16,2022-01-15,12,28.333333333333332
1193,CLE,CLE @ OKC,2022-01-15,W,36,83,31,68,0.4558823529411764,7,28,0.25,14,17,0.8235294117647058,7,15,22,22,3,4,2,8,-2,0,OKC,85,32,62,0.5161290322580645,9,19,0.4736842105263157,12,14,0.8571428571428571,11,30,41,14,13,2,3,16,68.66461538461539,68.66461538461539,91.55282051282052,120.87739738304354,123.79010575371929,5,2022-01-15,12,27.666666666666668
1194,CHI,CHI @ BOS,2022-01-15,L,36,83,34,66,0.5151515151515151,9,23,0.391304347826087,6,9,0.6666666666666666,6,20,26,26,5,3,2,12,-1,0,BOS,84,34,69,0.4927536231884058,7,19,0.3684210526315789,9,9,1.0,12,26,38,20,8,5,5,11,67.36812499999999,67.36812499999999,89.82416666666666,123.20366642236222,124.68804794552322,-2,2022-01-15,12,27.666666666666668
1195,BOS,BOS vs. CHI,2022-01-15,W,36,84,34,69,0.4927536231884058,7,19,0.3684210526315789,9,9,1.0,12,26,38,20,8,5,5,11,1,1,CHI,83,34,66,0.5151515151515151,9,23,0.391304347826087,6,9,0.6666666666666666,6,20,26,26,5,3,2,12,67.36812499999999,67.36812499999999,89.82416666666666,124.68804794552322,123.20366642236222,2,2022-01-15,12,28.0
1196,BKN,BKN vs. NOP,2022-01-15,W,36,95,37,68,0.5441176470588235,8,19,0.4210526315789473,13,14,0.9285714285714286,9,28,37,24,9,4,4,14,18,1,NOP,77,29,69,0.4202898550724637,9,28,0.3214285714285714,10,14,0.7142857142857143,10,18,28,20,10,4,3,14,72.44008771929823,72.44008771929823,96.58678362573097,131.142856104924,106.29473600083313,15,2022-01-15,12,31.666666666666668
1197,ATL,ATL vs. NYK,2022-01-15,L,36,77,27,59,0.4576271186440678,11,31,0.3548387096774194,12,17,0.7058823529411765,3,21,24,17,6,5,3,13,-8,1,NYK,85,31,64,0.484375,10,24,0.4166666666666667,13,17,0.7647058823529411,9,26,35,19,9,1,0,18,68.73246551724137,68.73246551724137,91.64328735632182,112.02857255380245,123.66790476718452,-9,2022-01-15,12,25.666666666666668
1198,TOR,TOR @ DET,2022-01-14,L,36,66,20,62,0.3225806451612903,8,25,0.32,18,24,0.75,12,21,33,13,10,4,2,19,-17,0,DET,83,32,63,0.5079365079365079,4,21,0.1904761904761904,15,19,0.7894736842105263,8,26,34,18,6,6,5,23,67.42903811252268,67.42903811252268,89.90538415003023,97.88067848433792,123.09236839697041,-16,2022-01-14,12,22.0
1199,SAS,SAS vs. CLE,2022-01-14,L,36,86,33,73,0.4520547945205479,13,25,0.52,7,7,1.0,10,30,40,18,10,3,2,17,2,1,CLE,84,34,71,0.4788732394366197,8,18,0.4444444444444444,8,15,0.5333333333333333,7,25,32,21,5,5,3,9,74.04071428571429,74.04071428571429,98.72095238095238,116.15231002247796,113.45109351032731,-5,2022-01-14,12,28.666666666666668
1200,SAC,SAC vs. HOU,2022-01-14,W,36,98,40,80,0.5,11,30,0.3666666666666666,7,13,0.5384615384615384,12,29,41,26,8,7,6,18,9,1,HOU,89,35,78,0.4487179487179487,8,31,0.2580645161290322,11,14,0.7857142857142857,12,31,43,18,13,3,4,12,82.19473624503686,82.19473624503686,109.59298166004915,119.2290461372671,108.2794398593548,12,2022-01-14,12,32.666666666666664
1201,PHX,PHX @ IND,2022-01-14,W,36,80,27,65,0.4153846153846154,7,21,0.3333333333333333,19,20,0.95,8,26,34,17,12,7,4,13,4,0,IND,76,28,66,0.4242424242424242,11,29,0.3793103448275862,9,12,0.75,6,27,33,17,11,8,5,16,74.94126785714286,74.94126785714286,99.92169047619048,106.7502622887304,101.41274917429386,18,2022-01-14,12,26.666666666666668
1202,PHI,PHI vs. BOS,2022-01-14,W,36,83,29,64,0.453125,8,28,0.2857142857142857,17,21,0.8095238095238095,4,25,29,21,5,10,4,13,17,1,BOS,66,24,59,0.4067796610169492,8,25,0.32,10,12,0.8333333333333334,7,28,35,13,15,1,3,17,71.66328125,71.66328125,95.55104166666666,115.81942460944741,92.09737378582564,12,2022-01-14,12,27.666666666666668
1203,ORL,ORL @ CHA,2022-01-14,W,36,88,33,67,0.4925373134328358,13,37,0.3513513513513513,9,11,0.8181818181818182,3,24,27,23,14,8,4,14,-3,0,CHA,91,34,72,0.4722222222222222,8,28,0.2857142857142857,15,17,0.8823529411764706,7,27,34,24,13,8,5,13,82.19035483870968,82.19035483870968,109.58713978494623,107.06852424799864,110.71858757463495,7,2022-01-14,12,29.333333333333332
1204,MIA,MIA vs. ATL,2022-01-14,W,36,94,32,58,0.5517241379310345,11,25,0.44,19,21,0.9047619047619048,6,23,29,27,14,2,1,22,-5,1,ATL,99,32,59,0.5423728813559322,14,30,0.4666666666666667,21,24,0.875,4,19,23,21,9,4,4,18,73.5216,73.5216,98.0288,127.85358316467541,134.65430567343472,6,2022-01-14,12,31.333333333333332
1205,MEM,MEM vs. DAL,2022-01-14,L,36,73,29,68,0.4264705882352941,7,23,0.3043478260869565,8,9,0.8888888888888888,7,26,33,16,12,6,6,12,-11,1,DAL,84,34,69,0.4927536231884058,6,22,0.2727272727272727,10,13,0.7692307692307693,6,30,36,23,9,6,1,15,75.94163006756756,75.94163006756756,101.25550675675674,96.12645914375251,110.6112680558248,-27,2022-01-14,12,24.333333333333332
1206,IND,IND vs. PHX,2022-01-14,L,36,76,28,66,0.4242424242424242,11,29,0.3793103448275862,9,12,0.75,6,27,33,17,11,8,5,16,-4,1,PHX,80,27,65,0.4153846153846154,7,21,0.3333333333333333,19,20,0.95,8,26,34,17,12,7,4,13,74.94126785714286,74.94126785714286,99.92169047619048,101.41274917429386,106.7502622887304,-18,2022-01-14,12,25.333333333333332
1207,HOU,HOU @ SAC,2022-01-14,L,36,89,35,78,0.4487179487179487,8,31,0.2580645161290322,11,14,0.7857142857142857,12,31,43,18,13,3,4,12,-9,0,SAC,98,40,80,0.5,11,30,0.3666666666666666,7,13,0.5384615384615384,12,29,41,26,8,7,6,18,82.19473624503686,82.19473624503686,109.59298166004915,108.2794398593548,119.2290461372671,-12,2022-01-14,12,29.666666666666668
1209,DET,DET vs. TOR,2022-01-14,W,36,83,32,63,0.5079365079365079,4,21,0.1904761904761904,15,19,0.7894736842105263,8,26,34,18,6,6,5,23,17,1,TOR,66,20,62,0.3225806451612903,8,25,0.32,18,24,0.75,12,21,33,13,10,4,2,19,67.42903811252268,67.42903811252268,89.90538415003023,123.09236839697041,97.88067848433792,16,2022-01-14,12,27.666666666666668
1210,DAL,DAL @ MEM,2022-01-14,W,36,84,34,69,0.4927536231884058,6,22,0.2727272727272727,10,13,0.7692307692307693,6,30,36,23,9,6,1,15,11,0,MEM,73,29,68,0.4264705882352941,7,23,0.3043478260869565,8,9,0.8888888888888888,7,26,33,16,12,6,6,12,75.94163006756756,75.94163006756756,101.25550675675674,110.6112680558248,96.12645914375251,27,2022-01-14,12,28.0
1211,CLE,CLE @ SAS,2022-01-14,W,36,84,34,71,0.4788732394366197,8,18,0.4444444444444444,8,15,0.5333333333333333,7,25,32,21,5,5,3,9,-2,0,SAS,86,33,73,0.4520547945205479,13,25,0.52,7,7,1.0,10,30,40,18,10,3,2,17,74.04071428571429,74.04071428571429,98.72095238095238,113.45109351032731,116.15231002247796,5,2022-01-14,12,28.0
1213,CHA,CHA vs. ORL,2022-01-14,L,36,91,34,72,0.4722222222222222,8,28,0.2857142857142857,15,17,0.8823529411764706,7,27,34,24,13,8,5,13,3,1,ORL,88,33,67,0.4925373134328358,13,37,0.3513513513513513,9,11,0.8181818181818182,3,24,27,23,14,8,4,14,82.19035483870968,82.19035483870968,109.58713978494623,110.71858757463495,107.06852424799864,-7,2022-01-14,12,30.333333333333332
1214,BOS,BOS @ PHI,2022-01-14,L,36,66,24,59,0.4067796610169492,8,25,0.32,10,12,0.8333333333333334,7,28,35,13,15,1,3,17,-17,0,PHI,83,29,64,0.453125,8,28,0.2857142857142857,17,21,0.8095238095238095,4,25,29,21,5,10,4,13,71.66328125,71.66328125,95.55104166666666,92.09737378582564,115.81942460944741,-12,2022-01-14,12,22.0
1215,ATL,ATL @ MIA,2022-01-14,L,36,99,32,59,0.5423728813559322,14,30,0.4666666666666667,21,24,0.875,4,19,23,21,9,4,4,18,5,0,MIA,94,32,58,0.5517241379310345,11,25,0.44,19,21,0.9047619047619048,6,23,29,27,14,2,1,22,73.5216,73.5216,98.0288,134.65430567343472,127.85358316467541,-6,2022-01-14,12,33.0
1217,OKC,OKC @ BKN,2022-01-13,W,36,100,36,70,0.5142857142857142,14,32,0.4375,14,16,0.875,9,23,32,24,9,5,6,12,17,0,BKN,83,33,76,0.4342105263157895,5,22,0.2272727272727272,12,13,0.9230769230769232,15,23,38,12,7,7,7,15,72.60314144736842,72.60314144736842,96.80418859649122,137.73508694867172,114.32012216739753,21,2022-01-13,12,33.333333333333336
1219,MIN,MIN @ MEM,2022-01-13,L,36,84,31,73,0.4246575342465753,12,36,0.3333333333333333,10,12,0.8333333333333334,7,26,33,19,14,3,7,17,-6,0,MEM,90,34,74,0.4594594594594595,5,23,0.217391304347826,17,24,0.7083333333333334,12,32,44,18,12,9,5,12,82.90902834008097,82.90902834008097,110.54537112010794,101.31586593373648,108.55271350043192,-8,2022-01-13,12,28.0
1221,MEM,MEM vs. MIN,2022-01-13,W,36,90,34,74,0.4594594594594595,5,23,0.217391304347826,17,24,0.7083333333333334,12,32,44,18,12,9,5,12,6,1,MIN,84,31,73,0.4246575342465753,12,36,0.3333333333333333,10,12,0.8333333333333334,7,26,33,19,14,3,7,17,82.90902834008097,82.90902834008097,110.54537112010794,108.55271350043192,101.31586593373648,8,2022-01-13,12,30.0
1225,BKN,BKN vs. OKC,2022-01-13,L,36,83,33,76,0.4342105263157895,5,22,0.2272727272727272,12,13,0.9230769230769232,15,23,38,12,7,7,7,15,-17,1,OKC,100,36,70,0.5142857142857142,14,32,0.4375,14,16,0.875,9,23,32,24,9,5,6,12,72.60314144736842,72.60314144736842,96.80418859649122,114.32012216739753,137.73508694867172,-21,2022-01-13,12,27.666666666666668
1226,WAS,WAS vs. ORL,2022-01-12,W,36,84,32,62,0.5161290322580645,8,24,0.3333333333333333,12,15,0.8,5,30,35,19,7,4,3,10,12,1,ORL,72,27,73,0.3698630136986301,9,27,0.3333333333333333,9,11,0.8181818181818182,12,25,37,22,7,5,4,10,69.99357142857144,69.99357142857144,93.32476190476191,120.0110214203345,102.86658978885814,6,2022-01-12,12,28.0
1227,UTA,UTA vs. CLE,2022-01-12,L,36,68,25,66,0.3787878787878788,12,36,0.3333333333333333,6,10,0.6,3,22,25,6,3,4,2,14,-20,1,CLE,88,33,62,0.532258064516129,8,22,0.3636363636363636,14,17,0.8235294117647058,6,36,42,20,11,3,3,13,71.38804945054946,71.38804945054946,95.18406593406594,95.25403834867856,123.26993198064284,-20,2022-01-12,12,22.666666666666668
